district_id,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,requested_census_version,geometry_census_version,boundary_feature_index,boundary_state_name,boundary_district_name,boundary_state_code,boundary_district_code,assignment_method,assignment_confidence,candidate_rank,string_similarity,edit_similarity,manual_override_used,cross_state_used,alternate_layer_used,shared_parent_boundary,requires_future_manual_review,notes
IND_ANDHRA_PRADESH_GUNTUR,Andhra Pradesh,GUNTUR,Andhra Pradesh,GUNTUR,Census 2001,Census 2001,186,Andhra Pradesh,Guntur,28,17,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_GUNTUR,Andhra Pradesh,GUNTUR,Andhra Pradesh,GUNTUR,Census 2011,Census 2011,210,Andhra Pradesh,Guntur,28,17,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_HYDERABAD,Andhra Pradesh,HYDERABAD,Andhra Pradesh,HYDERABAD,Census 2001,Census 2001,215,Andhra Pradesh,Hyderabad,28,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_HYDERABAD,Andhra Pradesh,HYDERABAD,Andhra Pradesh,HYDERABAD,Census 2011,Census 2011,231,Andhra Pradesh,Hyderabad,28,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KADAPA,Andhra Pradesh,KADAPA,Andhra Pradesh,KADAPA,Census 2001,Census 2001,14,Andhra Pradesh,Adilabad,28,1,working_fuzzy_same_state,working_fallback,1,0.0,0.571429,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ANDHRA_PRADESH_KADAPA,Andhra Pradesh,KADAPA,Andhra Pradesh,KADAPA,Census 2011,Census 2011,0,Andhra Pradesh,Adilabad,28,1,working_fuzzy_same_state,working_fallback,1,0.0,0.571429,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ANDHRA_PRADESH_KARIMNAGAR,Andhra Pradesh,KARIMNAGAR,Andhra Pradesh,KARIMNAGAR,Census 2001,Census 2001,166,Andhra Pradesh,Karimnagar,28,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KARIMNAGAR,Andhra Pradesh,KARIMNAGAR,Andhra Pradesh,KARIMNAGAR,Census 2011,Census 2011,285,Andhra Pradesh,Karimnagar,28,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KHAMMAM,Andhra Pradesh,KHAMMAM,Andhra Pradesh,KHAMMAM,Census 2001,Census 2001,258,Andhra Pradesh,Khammam,28,10,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KHAMMAM,Andhra Pradesh,KHAMMAM,Andhra Pradesh,KHAMMAM,Census 2011,Census 2011,296,Andhra Pradesh,Khammam,28,10,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KRISHNA,Andhra Pradesh,KRISHNA,Andhra Pradesh,KRISHNA,Census 2001,Census 2001,290,Andhra Pradesh,Krishna,28,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KRISHNA,Andhra Pradesh,KRISHNA,Andhra Pradesh,KRISHNA,Census 2011,Census 2011,322,Andhra Pradesh,Krishna,28,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KURNOOL,Andhra Pradesh,KURNOOL,Andhra Pradesh,KURNOOL,Census 2001,Census 2001,291,Andhra Pradesh,Kurnool,28,21,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_KURNOOL,Andhra Pradesh,KURNOOL,Andhra Pradesh,KURNOOL,Census 2011,Census 2011,327,Andhra Pradesh,Kurnool,28,21,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_MAHBUBNAGAR,Andhra Pradesh,MAHBUBNAGAR,Andhra Pradesh,MAHBUBNAGAR,Census 2001,Census 2001,319,Andhra Pradesh,Mahbubnagar,28,7,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_MAHBUBNAGAR,Andhra Pradesh,MAHBUBNAGAR,Andhra Pradesh,MAHBUBNAGAR,Census 2011,Census 2011,352,Andhra Pradesh,Mahbubnagar,28,7,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_MEDAK,Andhra Pradesh,MEDAK,Andhra Pradesh,MEDAK,Census 2001,Census 2001,267,Andhra Pradesh,Medak,28,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_MEDAK,Andhra Pradesh,MEDAK,Andhra Pradesh,MEDAK,Census 2011,Census 2011,371,Andhra Pradesh,Medak,28,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_NALGONDA,Andhra Pradesh,NALGONDA,Andhra Pradesh,NALGONDA,Census 2001,Census 2001,351,Andhra Pradesh,Nalgonda,28,8,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_NALGONDA,Andhra Pradesh,NALGONDA,Andhra Pradesh,NALGONDA,Census 2011,Census 2011,396,Andhra Pradesh,Nalgonda,28,8,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_NIZAMABAD,Andhra Pradesh,NIZAMABAD,Andhra Pradesh,NIZAMABAD,Census 2001,Census 2001,368,Andhra Pradesh,Nizamabad,28,2,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_NIZAMABAD,Andhra Pradesh,NIZAMABAD,Andhra Pradesh,NIZAMABAD,Census 2011,Census 2011,410,Andhra Pradesh,Nizamabad,28,2,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_PRAKASAM,Andhra Pradesh,PRAKASAM,Andhra Pradesh,PRAKASAM,Census 2001,Census 2001,396,Andhra Pradesh,Prakasam,28,18,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_PRAKASAM,Andhra Pradesh,PRAKASAM,Andhra Pradesh,PRAKASAM,Census 2011,Census 2011,445,Andhra Pradesh,Prakasam,28,18,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_RANGAREDDI,Andhra Pradesh,RANGAREDDI,Andhra Pradesh,RANGAREDDI,Census 2001,Census 2001,435,Andhra Pradesh,Rangareddi,28,6,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_RANGAREDDI,Andhra Pradesh,RANGAREDDI,Andhra Pradesh,RANGAREDDI,Census 2011,Census 2001,435,Andhra Pradesh,Rangareddi,28,6,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2011 used confirmed name match from Census 2001
IND_ANDHRA_PRADESH_SPSR_NELLORE,Andhra Pradesh,SPSR NELLORE,Andhra Pradesh,SPSR NELLORE,Census 2001,Census 2001,358,Andhra Pradesh,Nellore,28,19,working_fuzzy_same_state,working_fallback,1,0.5,0.777778,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ANDHRA_PRADESH_SPSR_NELLORE,Andhra Pradesh,SPSR NELLORE,Andhra Pradesh,SPSR NELLORE,Census 2011,Census 2011,408,Andhra Pradesh,Sri Potti Sriramulu Nellore,28,19,working_fuzzy_same_state,working_fallback,1,0.2,0.514286,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ANDHRA_PRADESH_SRIKAKULAM,Andhra Pradesh,SRIKAKULAM,Andhra Pradesh,SRIKAKULAM,Census 2001,Census 2001,489,Andhra Pradesh,Srikakulam,28,11,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_SRIKAKULAM,Andhra Pradesh,SRIKAKULAM,Andhra Pradesh,SRIKAKULAM,Census 2011,Census 2011,549,Andhra Pradesh,Srikakulam,28,11,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_VISAKHAPATANAM,Andhra Pradesh,VISAKHAPATANAM,Andhra Pradesh,VISAKHAPATANAM,Census 2001,Census 2001,522,Andhra Pradesh,Visakhapatnam,28,13,working_fuzzy_same_state,working_fallback,1,0.0,0.962963,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ANDHRA_PRADESH_VISAKHAPATANAM,Andhra Pradesh,VISAKHAPATANAM,Andhra Pradesh,VISAKHAPATANAM,Census 2011,Census 2011,605,Andhra Pradesh,Visakhapatnam,28,13,working_fuzzy_same_state,working_fallback,1,0.0,0.962963,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ANDHRA_PRADESH_VIZIANAGARAM,Andhra Pradesh,VIZIANAGARAM,Andhra Pradesh,VIZIANAGARAM,Census 2001,Census 2001,523,Andhra Pradesh,Vizianagaram,28,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_VIZIANAGARAM,Andhra Pradesh,VIZIANAGARAM,Andhra Pradesh,VIZIANAGARAM,Census 2011,Census 2011,606,Andhra Pradesh,Vizianagaram,28,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_WARANGAL,Andhra Pradesh,WARANGAL,Andhra Pradesh,WARANGAL,Census 2001,Census 2001,524,Andhra Pradesh,Warangal,28,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_WARANGAL,Andhra Pradesh,WARANGAL,Andhra Pradesh,WARANGAL,Census 2011,Census 2011,607,Andhra Pradesh,Warangal,28,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_WEST_GODAVARI,Andhra Pradesh,WEST GODAVARI,Andhra Pradesh,WEST GODAVARI,Census 2001,Census 2001,500,Andhra Pradesh,West Godavari,28,15,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ANDHRA_PRADESH_WEST_GODAVARI,Andhra Pradesh,WEST GODAVARI,Andhra Pradesh,WEST GODAVARI,Census 2011,Census 2011,614,Andhra Pradesh,West Godavari,28,15,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_ANJAW,Arunachal Pradesh,ANJAW,Arunachal Pradesh,ANJAW,Census 2001,Census 2011,21,Arunanchal Pradesh,Anjaw,12,16,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2001 used confirmed name match from Census 2011
IND_ARUNACHAL_PRADESH_ANJAW,Arunachal Pradesh,ANJAW,Arunachal Pradesh,ANJAW,Census 2011,Census 2011,21,Arunanchal Pradesh,Anjaw,12,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_CHANGLANG,Arunachal Pradesh,CHANGLANG,Arunachal Pradesh,CHANGLANG,Census 2001,Census 2001,86,Arunanchal Pradesh,Changlang,12,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_CHANGLANG,Arunachal Pradesh,CHANGLANG,Arunachal Pradesh,CHANGLANG,Census 2011,Census 2011,108,Arunanchal Pradesh,Changlang,12,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_DIBANG_VALLEY,Arunachal Pradesh,DIBANG VALLEY,Arunachal Pradesh,DIBANG VALLEY,Census 2001,Census 2001,141,Arunanchal Pradesh,Dibang Valley,12,10,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_DIBANG_VALLEY,Arunachal Pradesh,DIBANG VALLEY,Arunachal Pradesh,DIBANG VALLEY,Census 2011,Census 2011,154,Arunanchal Pradesh,Dibang Valley,12,13,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_EAST_KAMENG,Arunachal Pradesh,EAST KAMENG,Arunachal Pradesh,EAST KAMENG,Census 2001,Census 2001,155,Arunanchal Pradesh,East Kameng,12,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_EAST_KAMENG,Arunachal Pradesh,EAST KAMENG,Arunachal Pradesh,EAST KAMENG,Census 2011,Census 2011,169,Arunanchal Pradesh,East Kameng,12,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_EAST_SIANG,Arunachal Pradesh,EAST SIANG,Arunachal Pradesh,EAST SIANG,Census 2001,Census 2001,167,Arunanchal Pradesh,East Siang,12,8,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_EAST_SIANG,Arunachal Pradesh,EAST SIANG,Arunachal Pradesh,EAST SIANG,Census 2011,Census 2011,172,Arunanchal Pradesh,East Siang,12,7,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_KURUNG_KUMEY,Arunachal Pradesh,KURUNG KUMEY,Arunachal Pradesh,KURUNG KUMEY,Census 2001,Census 2011,329,Arunanchal Pradesh,Kurung Kumey,12,12,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2001 used confirmed name match from Census 2011
IND_ARUNACHAL_PRADESH_KURUNG_KUMEY,Arunachal Pradesh,KURUNG KUMEY,Arunachal Pradesh,KURUNG KUMEY,Census 2011,Census 2011,329,Arunanchal Pradesh,Kurung Kumey,12,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_LOHIT,Arunachal Pradesh,LOHIT,Arunachal Pradesh,LOHIT,Census 2001,Census 2001,296,Arunanchal Pradesh,Lohit,12,11,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_LOHIT,Arunachal Pradesh,LOHIT,Arunachal Pradesh,LOHIT,Census 2011,Census 2011,340,Arunanchal Pradesh,Lohit,12,15,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_LONGDING,Arunachal Pradesh,LONGDING,Arunachal Pradesh,LONGDING,Census 2001,Census 2001,86,Arunanchal Pradesh,Changlang,12,12,working_fuzzy_same_state,working_fallback,1,0.0,0.470588,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ARUNACHAL_PRADESH_LONGDING,Arunachal Pradesh,LONGDING,Arunachal Pradesh,LONGDING,Census 2011,Census 2011,108,Arunanchal Pradesh,Changlang,12,9,working_fuzzy_same_state,working_fallback,1,0.0,0.470588,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ARUNACHAL_PRADESH_LOWER_DIBANG_VALLEY,Arunachal Pradesh,LOWER DIBANG VALLEY,Arunachal Pradesh,LOWER DIBANG VALLEY,Census 2001,Census 2011,342,Arunanchal Pradesh,Lower Dibang Valley,12,14,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2001 used confirmed name match from Census 2011
IND_ARUNACHAL_PRADESH_LOWER_DIBANG_VALLEY,Arunachal Pradesh,LOWER DIBANG VALLEY,Arunachal Pradesh,LOWER DIBANG VALLEY,Census 2011,Census 2011,342,Arunanchal Pradesh,Lower Dibang Valley,12,14,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_LOWER_SUBANSIRI,Arunachal Pradesh,LOWER SUBANSIRI,Arunachal Pradesh,LOWER SUBANSIRI,Census 2001,Census 2001,316,Arunanchal Pradesh,Lower Subansiri,12,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_LOWER_SUBANSIRI,Arunachal Pradesh,LOWER SUBANSIRI,Arunachal Pradesh,LOWER SUBANSIRI,Census 2011,Census 2011,343,Arunanchal Pradesh,Lower Subansiri,12,11,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_NAMSAI,Arunachal Pradesh,NAMSAI,Arunachal Pradesh,NAMSAI,Census 2001,Census 2001,386,Arunanchal Pradesh,Papum Pare,12,4,working_fuzzy_same_state,working_fallback,1,0.0,0.4,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ARUNACHAL_PRADESH_NAMSAI,Arunachal Pradesh,NAMSAI,Arunachal Pradesh,NAMSAI,Census 2011,Census 2011,430,Arunanchal Pradesh,Papum Pare,12,4,working_fuzzy_same_state,working_fallback,1,0.0,0.4,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_ARUNACHAL_PRADESH_PAPUM_PARE,Arunachal Pradesh,PAPUM PARE,Arunachal Pradesh,PAPUM PARE,Census 2001,Census 2001,386,Arunanchal Pradesh,Papum Pare,12,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_PAPUM_PARE,Arunachal Pradesh,PAPUM PARE,Arunachal Pradesh,PAPUM PARE,Census 2011,Census 2011,430,Arunanchal Pradesh,Papum Pare,12,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_TAWANG,Arunachal Pradesh,TAWANG,Arunachal Pradesh,TAWANG,Census 2001,Census 2001,465,Arunanchal Pradesh,Tawang,12,1,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_TAWANG,Arunachal Pradesh,TAWANG,Arunachal Pradesh,TAWANG,Census 2011,Census 2011,559,Arunanchal Pradesh,Tawang,12,1,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_TIRAP,Arunachal Pradesh,TIRAP,Arunachal Pradesh,TIRAP,Census 2001,Census 2001,498,Arunanchal Pradesh,Tirap,12,13,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_TIRAP,Arunachal Pradesh,TIRAP,Arunachal Pradesh,TIRAP,Census 2011,Census 2011,574,Arunanchal Pradesh,Tirap,12,10,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_UPPER_SIANG,Arunachal Pradesh,UPPER SIANG,Arunachal Pradesh,UPPER SIANG,Census 2001,Census 2001,511,Arunanchal Pradesh,Upper Siang,12,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_ARUNACHAL_PRADESH_UPPER_SIANG,Arunachal Pradesh,UPPER SIANG,Arunachal Pradesh,UPPER SIANG,Census 2011,Census 2011,592,Arunanchal Pradesh,Upper Siang,12,8,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
