district_id,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,valid_from,valid_to,latitude,longitude,point_method,match_method,match_status,override_type,override_confidence,override_evidence,override_review_status,geometry_source,coordinate_source,crop_rows,unique_years,unique_crops,unique_seasons,notes
IND_ARUNACHAL_PRADESH_WEST_SIANG,Arunachal Pradesh,WEST SIANG,Arunachal Pradesh,WEST SIANG,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,367,18,17,3,
IND_ASSAM_BAKSA,Assam,BAKSA,Assam,BAKSA,2005,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,678,10,39,6,
IND_ASSAM_BARPETA,Assam,BARPETA,Assam,BARPETA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1153,18,40,6,
IND_ASSAM_BONGAIGAON,Assam,BONGAIGAON,Assam,BONGAIGAON,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1141,18,40,6,
IND_ASSAM_CACHAR,Assam,CACHAR,Assam,CACHAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1118,18,39,6,
IND_ASSAM_CHIRANG,Assam,CHIRANG,Assam,CHIRANG,2005,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,674,10,39,6,
IND_ASSAM_DARRANG,Assam,DARRANG,Assam,DARRANG,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1127,18,40,6,
IND_ASSAM_DHEMAJI,Assam,DHEMAJI,Assam,DHEMAJI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1149,18,40,6,
IND_ASSAM_DHUBRI,Assam,DHUBRI,Assam,DHUBRI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1115,18,40,6,
IND_ASSAM_DIBRUGARH,Assam,DIBRUGARH,Assam,DIBRUGARH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1047,18,40,6,
IND_ASSAM_DIMA_HASAO,Assam,DIMA HASAO,Assam,DIMA HASAO,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1119,18,40,6,
IND_ASSAM_GOALPARA,Assam,GOALPARA,Assam,GOALPARA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1148,18,40,6,
IND_ASSAM_GOLAGHAT,Assam,GOLAGHAT,Assam,GOLAGHAT,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1129,18,40,6,
IND_ASSAM_HAILAKANDI,Assam,HAILAKANDI,Assam,HAILAKANDI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1036,18,40,6,
IND_ASSAM_JORHAT,Assam,JORHAT,Assam,JORHAT,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1071,18,40,6,
IND_ASSAM_KAMRUP,Assam,KAMRUP,Assam,KAMRUP,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1151,18,40,6,
IND_ASSAM_KAMRUP_METRO,Assam,KAMRUP METRO,Assam,KAMRUP METRO,2005,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,670,10,39,6,
IND_ASSAM_KARBI_ANGLONG,Assam,KARBI ANGLONG,Assam,KARBI ANGLONG,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1146,18,39,6,
IND_ASSAM_KARIMGANJ,Assam,KARIMGANJ,Assam,KARIMGANJ,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,999,18,40,6,
IND_ASSAM_KOKRAJHAR,Assam,KOKRAJHAR,Assam,KOKRAJHAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1151,18,40,6,
IND_ASSAM_LAKHIMPUR,Assam,LAKHIMPUR,Assam,LAKHIMPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1149,18,40,6,
IND_ASSAM_MARIGAON,Assam,MARIGAON,Assam,MARIGAON,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1153,18,40,6,
IND_ASSAM_NAGAON,Assam,NAGAON,Assam,NAGAON,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1151,18,40,6,
IND_ASSAM_NALBARI,Assam,NALBARI,Assam,NALBARI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1151,18,40,6,
IND_ASSAM_SIVASAGAR,Assam,SIVASAGAR,Assam,SIVASAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1097,18,40,6,
IND_ASSAM_SONITPUR,Assam,SONITPUR,Assam,SONITPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1149,18,40,6,
IND_ASSAM_TINSUKIA,Assam,TINSUKIA,Assam,TINSUKIA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1107,18,40,6,
IND_ASSAM_UDALGURI,Assam,UDALGURI,Assam,UDALGURI,2005,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,660,10,39,6,
IND_BIHAR_ARARIA,Bihar,ARARIA,Bihar,ARARIA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1132,18,41,6,
IND_BIHAR_ARWAL,Bihar,ARWAL,Bihar,ARWAL,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,594,11,37,6,
IND_BIHAR_AURANGABAD,Bihar,AURANGABAD,Bihar,AURANGABAD,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,892,18,39,6,
IND_BIHAR_BANKA,Bihar,BANKA,Bihar,BANKA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,874,18,38,6,
IND_BIHAR_BEGUSARAI,Bihar,BEGUSARAI,Bihar,BEGUSARAI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1180,18,41,6,
IND_BIHAR_BHAGALPUR,Bihar,BHAGALPUR,Bihar,BHAGALPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1222,18,41,6,
IND_BIHAR_BHOJPUR,Bihar,BHOJPUR,Bihar,BHOJPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,992,18,33,6,
IND_BIHAR_BOKARO,Bihar,BOKARO,Bihar,BOKARO,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,45,3,21,6,
IND_BIHAR_BUXAR,Bihar,BUXAR,Bihar,BUXAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,826,18,32,6,
IND_BIHAR_CHATRA,Bihar,CHATRA,Bihar,CHATRA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,52,3,23,6,
IND_BIHAR_DARBHANGA,Bihar,DARBHANGA,Bihar,DARBHANGA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,998,18,39,6,
IND_BIHAR_DEOGHAR,Bihar,DEOGHAR,Bihar,DEOGHAR,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,44,3,19,6,
IND_BIHAR_DHANBAD,Bihar,DHANBAD,Bihar,DHANBAD,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,33,3,15,6,
IND_BIHAR_DUMKA,Bihar,DUMKA,Bihar,DUMKA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,59,3,24,6,
IND_BIHAR_EAST_SINGHBUM,Bihar,EAST SINGHBUM,Bihar,EAST SINGHBUM,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,38,3,19,6,
IND_BIHAR_GARHWA,Bihar,GARHWA,Bihar,GARHWA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,67,3,29,6,
IND_BIHAR_GAYA,Bihar,GAYA,Bihar,GAYA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1150,18,41,6,
IND_BIHAR_GIRIDIH,Bihar,GIRIDIH,Bihar,GIRIDIH,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,52,3,22,6,
IND_BIHAR_GODDA,Bihar,GODDA,Bihar,GODDA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,61,3,25,6,
IND_BIHAR_GOPALGANJ,Bihar,GOPALGANJ,Bihar,GOPALGANJ,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1044,18,38,6,
IND_BIHAR_GUMLA,Bihar,GUMLA,Bihar,GUMLA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,61,3,26,6,
IND_BIHAR_HAZARIBAGH,Bihar,HAZARIBAGH,Bihar,HAZARIBAGH,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,63,3,27,6,
IND_BIHAR_JAMUI,Bihar,JAMUI,Bihar,JAMUI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,754,18,30,6,
IND_BIHAR_JEHANABAD,Bihar,JEHANABAD,Bihar,JEHANABAD,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,952,18,40,6,
IND_BIHAR_KAIMUR_BHABUA,Bihar,KAIMUR (BHABUA),Bihar,KAIMUR (BHABUA),1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,806,18,37,6,
IND_BIHAR_KATIHAR,Bihar,KATIHAR,Bihar,KATIHAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1158,18,43,6,
IND_BIHAR_KHAGARIA,Bihar,KHAGARIA,Bihar,KHAGARIA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1156,18,40,6,
IND_BIHAR_KISHANGANJ,Bihar,KISHANGANJ,Bihar,KISHANGANJ,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1097,18,42,6,
IND_BIHAR_KODERMA,Bihar,KODERMA,Bihar,KODERMA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,49,3,25,5,
IND_BIHAR_LAKHISARAI,Bihar,LAKHISARAI,Bihar,LAKHISARAI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,548,18,28,6,
IND_BIHAR_LOHARDAGA,Bihar,LOHARDAGA,Bihar,LOHARDAGA,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,65,3,28,6,
IND_BIHAR_MADHEPURA,Bihar,MADHEPURA,Bihar,MADHEPURA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1078,18,42,6,
IND_BIHAR_MADHUBANI,Bihar,MADHUBANI,Bihar,MADHUBANI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1174,18,41,6,
IND_BIHAR_MUNGER,Bihar,MUNGER,Bihar,MUNGER,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,816,18,34,6,
IND_BIHAR_MUZAFFARPUR,Bihar,MUZAFFARPUR,Bihar,MUZAFFARPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1108,18,41,6,
IND_BIHAR_NALANDA,Bihar,NALANDA,Bihar,NALANDA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,920,18,36,6,
IND_BIHAR_NAWADA,Bihar,NAWADA,Bihar,NAWADA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1036,18,41,6,
IND_BIHAR_PAKUR,Bihar,PAKUR,Bihar,PAKUR,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,53,3,23,6,
IND_BIHAR_PALAMU,Bihar,PALAMU,Bihar,PALAMU,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,65,3,27,6,
IND_BIHAR_PASHCHIM_CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1148,18,40,6,
IND_BIHAR_PATNA,Bihar,PATNA,Bihar,PATNA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,906,18,33,6,
IND_BIHAR_PURBI_CHAMPARAN,Bihar,PURBI CHAMPARAN,Bihar,PURBI CHAMPARAN,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1099,18,39,6,
IND_BIHAR_PURNIA,Bihar,PURNIA,Bihar,PURNIA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1092,18,42,6,
IND_BIHAR_RANCHI,Bihar,RANCHI,Bihar,RANCHI,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,73,3,34,6,
IND_BIHAR_ROHTAS,Bihar,ROHTAS,Bihar,ROHTAS,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,996,18,39,6,
IND_BIHAR_SAHARSA,Bihar,SAHARSA,Bihar,SAHARSA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1010,18,39,6,
IND_BIHAR_SAHEBGANJ,Bihar,SAHEBGANJ,Bihar,SAHEBGANJ,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,52,3,23,6,
IND_BIHAR_SAMASTIPUR,Bihar,SAMASTIPUR,Bihar,SAMASTIPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1154,18,42,6,
IND_BIHAR_SARAN,Bihar,SARAN,Bihar,SARAN,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1010,18,37,6,
IND_BIHAR_SHEIKHPURA,Bihar,SHEIKHPURA,Bihar,SHEIKHPURA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,592,18,28,6,
IND_BIHAR_SHEOHAR,Bihar,SHEOHAR,Bihar,SHEOHAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,834,18,35,6,
IND_BIHAR_SITAMARHI,Bihar,SITAMARHI,Bihar,SITAMARHI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1059,18,41,6,
IND_BIHAR_SIWAN,Bihar,SIWAN,Bihar,SIWAN,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1100,18,42,6,
IND_BIHAR_SUPAUL,Bihar,SUPAUL,Bihar,SUPAUL,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1092,18,41,6,
IND_BIHAR_VAISHALI,Bihar,VAISHALI,Bihar,VAISHALI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1144,18,41,6,
IND_BIHAR_WEST_SINGHBHUM,Bihar,WEST SINGHBHUM,Bihar,WEST SINGHBHUM,1997,1999,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,57,3,25,6,
IND_CHANDIGARH_CHANDIGARH,Chandigarh,CHANDIGARH,Chandigarh,CHANDIGARH,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,198,17,12,3,
IND_CHHATTISGARH_BALOD,Chhattisgarh,BALOD,Chhattisgarh,BALOD,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,264,4,36,3,
IND_CHHATTISGARH_BALODA_BAZAR,Chhattisgarh,BALODA BAZAR,Chhattisgarh,BALODA BAZAR,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,296,4,38,3,
IND_CHHATTISGARH_BALRAMPUR,Chhattisgarh,BALRAMPUR,Chhattisgarh,BALRAMPUR,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,320,4,40,4,
IND_CHHATTISGARH_BASTAR,Chhattisgarh,BASTAR,Chhattisgarh,BASTAR,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1150,15,42,3,
IND_CHHATTISGARH_BEMETARA,Chhattisgarh,BEMETARA,Chhattisgarh,BEMETARA,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,276,4,38,3,
IND_CHHATTISGARH_BIJAPUR,Chhattisgarh,BIJAPUR,Chhattisgarh,BIJAPUR,2006,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,412,9,30,3,
IND_CHHATTISGARH_BILASPUR,Chhattisgarh,BILASPUR,Chhattisgarh,BILASPUR,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1150,15,41,3,
IND_CHHATTISGARH_DANTEWADA,Chhattisgarh,DANTEWADA,Chhattisgarh,DANTEWADA,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,918,15,38,3,
IND_CHHATTISGARH_DHAMTARI,Chhattisgarh,DHAMTARI,Chhattisgarh,DHAMTARI,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1099,15,40,3,
IND_CHHATTISGARH_DURG,Chhattisgarh,DURG,Chhattisgarh,DURG,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1118,15,43,3,
IND_CHHATTISGARH_GARIYABAND,Chhattisgarh,GARIYABAND,Chhattisgarh,GARIYABAND,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,302,4,39,3,
IND_CHHATTISGARH_JANJGIR_CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1098,15,38,3,
IND_CHHATTISGARH_JASHPUR,Chhattisgarh,JASHPUR,Chhattisgarh,JASHPUR,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1124,15,41,3,
