State_Name,District_Name,latitude,longitude
Bihar,LAKHISARAI,25.1543938,86.1744959
Bihar,MADHEPURA,25.7806118,86.9364753
Bihar,MADHUBANI,26.3503076,86.2296424
Bihar,MUNGER,25.2202864,86.5161484
Bihar,MUZAFFARPUR,26.1482548,85.3316097
Bihar,NALANDA,25.1364914,85.4436546
Bihar,NAWADA,24.8173249,85.5179085
Bihar,PASHCHIM CHAMPARAN,27.0,84.5
Bihar,PATNA,25.6093239,85.1235252
Bihar,PURBI CHAMPARAN,26.6465969,84.9091552
Bihar,PURNIA,25.7758723,87.4087667
Bihar,ROHTAS,24.9394143,84.0197031
Bihar,SAHARSA,25.8330757,86.6143751
Bihar,SAMASTIPUR,25.7747885,85.8672314
Bihar,SARAN,25.9214451,84.7759731
Bihar,SHEIKHPURA,25.1250741,85.8160771
Bihar,SHEOHAR,26.4934234,85.2717561
Bihar,SITAMARHI,26.5942841,85.500428
Bihar,SIWAN,26.131008,84.3910745
Bihar,SUPAUL,26.2768089,86.7959614
Bihar,VAISHALI,25.7491703,85.3972164
Chandigarh,CHANDIGARH,30.7334421,76.7797143
Chhattisgarh,BALOD,20.7277192,81.1446948
Chhattisgarh,BALODA BAZAR,21.5731848,82.2994821
Chhattisgarh,BALRAMPUR,23.6282576,83.4810916
Chhattisgarh,BASTAR,19.1191283,81.8291865
Chhattisgarh,BEMETARA,21.6783867,81.4412578
Chhattisgarh,BIJAPUR,18.7935679,80.815939
Chhattisgarh,BILASPUR,22.1638486,82.1365923
Chhattisgarh,DANTEWADA,18.8640648,81.3833947
Chhattisgarh,DHAMTARI,20.5326259,81.7155987
Chhattisgarh,DURG,21.1982964,81.4007922
Chhattisgarh,GARIYABAND,20.5267561,82.1917217
Chhattisgarh,JANJGIR-CHAMPA,21.986403,82.5536606
Chhattisgarh,JASHPUR,22.770251,83.9708013
Chhattisgarh,KABIRDHAM,22.1150085,81.2446944
Chhattisgarh,KANKER,20.2692747,81.4932111
Chhattisgarh,KONDAGAON,19.5885769,81.6628742
Chhattisgarh,KORBA,22.5198217,82.6350029
Chhattisgarh,KOREA,23.2382999,82.3906588
Chhattisgarh,MAHASAMUND,21.1922846,82.4890263
Chhattisgarh,MUNGELI,22.0661098,81.6874282
Chhattisgarh,NARAYANPUR,19.5842032,81.1136986
Chhattisgarh,RAIGARH,22.2361795,83.3529534
Chhattisgarh,RAIPUR,21.2380912,81.6336993
Chhattisgarh,RAJNANDGAON,21.0684425,80.7970779
Chhattisgarh,SUKMA,18.2665423,81.2925234
Chhattisgarh,SURAJPUR,23.3577769,82.9761277
Chhattisgarh,SURGUJA,22.9469135,83.1656942
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,20.233792,73.0495173
Goa,NORTH GOA,15.6038925,73.9967006
Goa,SOUTH GOA,15.2197327,74.1147213
Gujarat,AHMADABAD,23.0215374,72.5800568
Gujarat,AMRELI,21.4176122,71.249609
Gujarat,ANAND,22.5586555,72.9627227
Gujarat,BANAS KANTHA,24.269387,72.5367513
Gujarat,BHARUCH,21.7080427,72.9956936
Gujarat,BHAVNAGAR,21.7718836,72.1416449
Gujarat,DANG,20.7881718,73.7092033
Gujarat,DOHAD,22.33295143870968,72.14706083225806
Gujarat,GANDHINAGAR,23.2232877,72.6492267
Gujarat,JAMNAGAR,22.4732415,70.0552102
Gujarat,JUNAGADH,21.5220416,70.4582458
Gujarat,KACHCHH,23.583333,70.0
Gujarat,KHEDA,22.8532503,72.9953586
Gujarat,MAHESANA,23.6015557,72.3867981
Gujarat,NARMADA,21.7392624,73.6262458
Gujarat,NAVSARI,20.952407,72.9323831
Gujarat,PANCH MAHALS,23.0,74.0
Gujarat,PATAN,23.773753,71.6798581
Gujarat,PORBANDAR,21.6029751,69.8538067
Gujarat,RAJKOT,22.3053263,70.8028377
Gujarat,SABAR KANTHA,23.5,73.25
Gujarat,SURAT,21.2094892,72.8317058
Gujarat,SURENDRANAGAR,22.8251395,71.6209736
Gujarat,TAPI,21.1916567,73.5560631
Gujarat,VADODARA,22.2973142,73.1942567
Gujarat,VALSAD,20.4321957,73.1409893
Haryana,AMBALA,30.3843674,76.770421
Haryana,BHIWANI,28.7931703,76.1391283
Haryana,FARIDABAD,28.4031478,77.3105561
Haryana,FATEHABAD,29.5359209,75.5752901
Haryana,GURGAON,28.4646148,77.0299194
Haryana,HISAR,29.2396596,75.8174505
Haryana,JHAJJAR,28.5964461,76.6505366
Haryana,JIND,29.3152073,76.314082
Haryana,KAITHAL,29.7996588,76.3989903
Haryana,KARNAL,29.7255766,76.9106924
Haryana,KURUKSHETRA,29.9693747,76.8482787
Haryana,MAHENDRAGARH,28.1326971,76.1697448
Haryana,MEWAT,27.9935177,77.0419634
Haryana,PALWAL,28.0599426,77.3223422
Haryana,PANCHKULA,30.6975401,76.8551066
Haryana,PANIPAT,29.3912753,76.9771675
Haryana,REWARI,28.1956468,76.6165179
Haryana,ROHTAK,28.9010899,76.5801935
Haryana,SIRSA,29.6063041,74.9036568
Haryana,SONIPAT,28.9953758,77.0233627
Haryana,YAMUNANAGAR,30.1231349,77.286329
Himachal Pradesh,BILASPUR,31.3380959,76.7611631
Himachal Pradesh,CHAMBA,32.6923316,76.1631552
Himachal Pradesh,HAMIRPUR,31.6539866,76.5403633
Himachal Pradesh,KANGRA,32.0768665,76.2985872
Himachal Pradesh,KINNAUR,31.593013,78.3281417
Himachal Pradesh,KULLU,31.9578974,77.1089232
Himachal Pradesh,LAHUL AND SPITI,32.509934,77.0243657
Himachal Pradesh,MANDI,31.6516617,77.0092542
Himachal Pradesh,SHIMLA,31.1040393,77.1707923
Himachal Pradesh,SIRMAUR,30.6991321,77.4465304
Himachal Pradesh,SOLAN,30.9077569,77.1023645
Himachal Pradesh,UNA,31.5834642,76.2351452
Jammu and Kashmir,ANANTNAG,33.74611,75.1854475
Jammu and Kashmir,BADGAM,34.0385248,74.7360163
Jammu and Kashmir,BANDIPORA,34.4232433,74.635965
Jammu and Kashmir,BARAMULLA,34.2086903,74.343498
Jammu and Kashmir,DODA,33.13261,75.5890079
Jammu and Kashmir,GANDERBAL,34.2889322,75.0407983
Jammu and Kashmir,JAMMU,32.7185614,74.8580917
Jammu and Kashmir,KARGIL,32.7045476,74.871206
Jammu and Kashmir,KATHUA,32.3765524,75.5243044
Jammu and Kashmir,KISHTWAR,33.61562,75.8793972
Jammu and Kashmir,KULGAM,33.6446899,75.0188432
Jammu and Kashmir,KUPWARA,34.5140696,74.191367
Jammu and Kashmir,LEH LADAKH,33.52750593809524,74.91785525714286
Jammu and Kashmir,POONCH,33.7670004,74.0957143
Jammu and Kashmir,PULWAMA,33.9490472,75.0418335
Jammu and Kashmir,RAJAURI,33.3772495,74.3132332
Jammu and Kashmir,RAMBAN,33.2116371,75.2050989
Jammu and Kashmir,REASI,33.0691032,74.8378698
Jammu and Kashmir,SAMBA,32.5759118,75.1203446
Jammu and Kashmir,SHOPIAN,33.718807,74.8333311
Jammu and Kashmir,SRINAGAR,34.0747444,74.8204443
Jammu and Kashmir,UDHAMPUR,32.9219726,75.1331482
Jharkhand,BOKARO,23.6991279,85.9910689
Jharkhand,CHATRA,24.1062317,84.8623379
Jharkhand,DEOGHAR,24.4898318,86.6990182
Jharkhand,DHANBAD,23.7952809,86.4309638
Jharkhand,DUMKA,24.2677937,87.2485495
Jharkhand,EAST SINGHBUM,23.82765495217392,85.71938794782609
Jharkhand,GARHWA,24.053577,83.6526818
Jharkhand,GIRIDIH,24.3314547,86.1548117
Jharkhand,GODDA,24.8645886,87.2984838
Jharkhand,GUMLA,23.1603759,84.4599565
Jharkhand,HAZARIBAGH,24.0866962,85.4912231
Jharkhand,JAMTARA,23.9801639,86.9243637
Jharkhand,KHUNTI,22.9281801,85.2814475
Jharkhand,KODERMA,24.4931239,85.5560811
Jharkhand,LATEHAR,23.6880057,84.4969551
Jharkhand,LOHARDAGA,23.4770044,84.6986684
Jharkhand,PAKUR,24.5325909,87.593232
Jharkhand,PALAMU,24.2212983,84.1725565
Jharkhand,RAMGARH,23.693479,85.5215989
Jharkhand,RANCHI,23.3700501,85.3250387
Jharkhand,SAHEBGANJ,25.0320437,87.691764
Jharkhand,SARAIKELA KHARSAWAN,22.7464225,85.9168929
Jharkhand,SIMDEGA,22.5904573,84.5464805
Jharkhand,WEST SINGHBHUM,22.4282857,85.5317483
Karnataka,BAGALKOT,16.1793224,75.6999315
Karnataka,BANGALORE RURAL,13.0010872,77.3361225
Karnataka,BELGAUM,15.8572666,74.5069343
Karnataka,BELLARY,15.1430224,76.9173277
Karnataka,BENGALURU URBAN,12.9461554,77.5503844
Karnataka,BIDAR,18.0207297,77.2487204
Karnataka,BIJAPUR,16.8269911,75.7175387
Karnataka,CHAMARAJANAGAR,11.9544201,77.1069086
Karnataka,CHIKBALLAPUR,13.4274405,77.7321433
Karnataka,CHIKMAGALUR,13.318014,75.7738743
Karnataka,CHITRADURGA,14.3049174,76.5296667
Karnataka,DAKSHIN KANNAD,14.486068804761905,76.32426788095238
Karnataka,DAVANGERE,14.4661266,75.9206361
Karnataka,DHARWAD,15.3707296,75.1332867
Karnataka,GADAG,15.416692,75.6815801
Karnataka,GULBARGA,17.3310003,76.8334228
Karnataka,HASSAN,13.0301852,76.1744968
Karnataka,HAVERI,14.7180268,75.3656423
Karnataka,KODAGU,12.3827332,75.6640715
Karnataka,KOLAR,13.1805066,78.2669329
Karnataka,KOPPAL,15.5748238,76.3118494
Karnataka,MANDYA,12.6368939,76.7275477
Karnataka,MYSORE,12.3051828,76.6553609
Karnataka,RAICHUR,16.0547194,76.9003647
Karnataka,RAMANAGARA,12.720006,77.3184199
Karnataka,SHIMOGA,14.0556503,75.2380553
Karnataka,TUMKUR,13.3400771,77.1006208
Karnataka,UDUPI,13.5269784,74.8731879
Karnataka,UTTAR KANNAD,14.486068804761905,76.32426788095238
Karnataka,YADGIR,16.5744123,76.9254434
Kerala,ALAPPUZHA,9.5003416,76.4123364
Kerala,ERNAKULAM,9.9837257,76.2740001
Kerala,IDUKKI,9.8154785,76.9991599
Kerala,KANNUR,11.8763836,75.3737973
Kerala,KASARAGOD,12.4221964,75.1904446
Kerala,KOLLAM,8.8870533,76.5906696
Kerala,KOTTAYAM,9.6287383,76.6455326
Kerala,KOZHIKODE,11.2450558,75.7754716
Kerala,MALAPPURAM,11.1068448,76.1099551
Kerala,PALAKKAD,10.7873692,76.4742172
Kerala,PATHANAMTHITTA,9.2780841,76.9737443
Kerala,THIRUVANANTHAPURAM,8.4882267,76.947551
Kerala,THRISSUR,10.5270099,76.214621
Kerala,WAYANAD,11.7151291,76.1271185
Madhya Pradesh,AGAR MALWA,23.935092,76.1449595
Madhya Pradesh,ALIRAJPUR,22.2859525,74.3545628
Madhya Pradesh,ANUPPUR,23.0346179,81.7510255
Madhya Pradesh,ASHOKNAGAR,24.6186095,77.8786983
Madhya Pradesh,BALAGHAT,21.8611589,80.3237105
Madhya Pradesh,BARWANI,21.7514248,74.8915957
Madhya Pradesh,BETUL,21.8797472,77.8753651
Madhya Pradesh,BHIND,26.3518828,78.6863189
Madhya Pradesh,BHOPAL,23.2584857,77.401989
Madhya Pradesh,BURHANPUR,21.334867,76.3708803
Madhya Pradesh,CHHATARPUR,24.7606089,79.6781776
Madhya Pradesh,CHHINDWARA,22.2071897,78.798833
Madhya Pradesh,DAMOH,23.7981005,79.5419356
Madhya Pradesh,DATIA,25.9182947,78.6644962
Madhya Pradesh,DEWAS,22.8057498,76.2940408
Madhya Pradesh,DHAR,22.5786572,75.2258637
Madhya Pradesh,DINDORI,22.9070871,80.8846924
Madhya Pradesh,GUNA,24.5001772,77.2600959
Madhya Pradesh,GWALIOR,26.2037247,78.1573628
Madhya Pradesh,HARDA,22.2427973,77.1179173
Madhya Pradesh,HOSHANGABAD,22.7545538,77.7198249
Madhya Pradesh,INDORE,22.7203616,75.8681996
Madhya Pradesh,JABALPUR,23.1701522,79.9324505
Madhya Pradesh,JHABUA,22.8869652,74.7243249
Madhya Pradesh,KATNI,23.7176393,80.2610181
Madhya Pradesh,KHANDWA,21.9769779,76.5675344
Madhya Pradesh,KHARGONE,21.9544729,75.7521248
Madhya Pradesh,MANDLA,22.6871074,80.5816341
Madhya Pradesh,MANDSAUR,24.2628148,75.385692
Madhya Pradesh,MORENA,26.3849794,77.8612721
Madhya Pradesh,NARSINGHPUR,22.934556,79.0867849
Madhya Pradesh,NEEMUCH,24.6305517,75.1829
Madhya Pradesh,PANNA,24.4498931,80.1462723
Madhya Pradesh,RAISEN,23.2675909,78.1727134
Madhya Pradesh,RAJGARH,23.8716707,76.7744703
Madhya Pradesh,RATLAM,23.5022201,74.9551534
Madhya Pradesh,REWA,24.7560846,81.3810574
Madhya Pradesh,SAGAR,23.8083076,78.758254
Madhya Pradesh,SATNA,24.6954445,80.7770348
Madhya Pradesh,SEHORE,23.1150041,77.0665356
Madhya Pradesh,SEONI,22.2748109,79.7202522
Madhya Pradesh,SHAHDOL,23.3002343,81.364771
Madhya Pradesh,SHAJAPUR,23.4171002,76.6074794
Madhya Pradesh,SHEOPUR,25.7499267,76.9212945
Madhya Pradesh,SHIVPURI,25.3741216,77.8278866
Madhya Pradesh,SIDHI,24.2112687,81.7000415
Madhya Pradesh,SINGRAULI,24.2431343,82.3827672
Madhya Pradesh,TIKAMGARH,24.8552105,79.0472546
Madhya Pradesh,UJJAIN,23.1885131,75.7716562
Madhya Pradesh,UMARIA,23.6431837,80.9419078
Madhya Pradesh,VIDISHA,23.8463004,77.8370209
Maharashtra,AHMEDNAGAR,19.1627725,74.8580243
Maharashtra,AKOLA,20.7618123,77.1921157
Maharashtra,AMRAVATI,21.1545412,77.6442962
Maharashtra,AURANGABAD,19.877263,75.3390241
Maharashtra,BEED,18.9918442,75.909784
Maharashtra,BHANDARA,21.1225869,79.794509
Maharashtra,BULDHANA,20.562845,76.4086986
Maharashtra,CHANDRAPUR,20.0967555,79.5045475
Maharashtra,DHULE,21.1305215,74.4900614
Maharashtra,GADCHIROLI,19.7590704,80.1622807
Maharashtra,GONDIA,21.455228,80.1962729
Maharashtra,HINGOLI,19.5431164,77.1739432
Maharashtra,JALGAON,20.8428827,75.5261246
Maharashtra,JALNA,19.918833,75.8708599
Maharashtra,KOLHAPUR,16.7028412,74.2405329
Maharashtra,LATUR,18.3553347,76.7548997
Maharashtra,MUMBAI,19.054999,72.8692035
Maharashtra,NAGPUR,21.1498134,79.0820556
Maharashtra,NANDED,19.0942729,77.4832628
Maharashtra,NANDURBAR,21.5141622,74.5405513
Maharashtra,NASHIK,20.0112475,73.7902364
Maharashtra,OSMANABAD,18.2822454,76.0588166
Maharashtra,PALGHAR,19.757249,73.0931199
Maharashtra,PARBHANI,19.2901981,76.6026443
Maharashtra,PUNE,18.5213738,73.8545071
Maharashtra,RAIGAD,18.4928092,73.138071
Maharashtra,RATNAGIRI,17.2826079,73.4569787
Maharashtra,SANGLI,17.1726928,74.5867654
Maharashtra,SATARA,17.6361289,74.2982781
Maharashtra,SINDHUDURG,16.1357193,73.6522086
Maharashtra,SOLAPUR,17.8499067,75.2763203
Maharashtra,THANE,19.3653598,73.3685437
Maharashtra,WARDHA,20.8256231,78.6131455
Maharashtra,WASHIM,20.2874178,77.2369655
Maharashtra,YAVATMAL,20.0638677,78.3565663
Manipur,BISHNUPUR,24.6267287,93.7600454
Manipur,CHANDEL,24.3312009,94.0011081
Manipur,CHURACHANDPUR,24.3468839,93.6994143
Manipur,IMPHAL EAST,24.8328129,94.0166864
Manipur,IMPHAL WEST,24.7590802,93.8617365
Manipur,SENAPATI,25.3933697,94.1501773
Manipur,TAMENGLONG,24.9858596,93.5039967
Manipur,THOUBAL,24.6386954,93.996871
Manipur,UKHRUL,25.0982654,94.363167
Meghalaya,EAST GARO HILLS,25.6184946,90.6342162
Meghalaya,EAST JAINTIA HILLS,25.2515761,92.4840501
Meghalaya,EAST KHASI HILLS,25.4023736,91.8317178
Meghalaya,NORTH GARO HILLS,25.8619841,90.7017705
Meghalaya,RI BHOI,25.8764026,91.8567574
Meghalaya,SOUTH GARO HILLS,25.347969,90.5657773
Meghalaya,SOUTH WEST GARO HILLS,25.444631,89.9969655
Meghalaya,SOUTH WEST KHASI HILLS,25.3307221,91.3217388
Meghalaya,WEST GARO HILLS,25.6065343,90.2038335
Meghalaya,WEST JAINTIA HILLS,25.4425965,92.2988275
Meghalaya,WEST KHASI HILLS,25.5814429,91.0851094
Mizoram,AIZAWL,23.7277631,92.7179947
Mizoram,CHAMPHAI,23.6317319,93.3493185
Mizoram,KOLASIB,24.1905469,92.7136595
Mizoram,LAWNGTLAI,22.3913377,92.7397189
Mizoram,LUNGLEI,22.9519972,92.6338827
Mizoram,MAMIT,23.7564387,92.4515374
Mizoram,SAIHA,22.2876724,93.01336
Mizoram,SERCHHIP,23.3052514,92.8455124
Nagaland,DIMAPUR,25.9041379,93.7177609
Nagaland,KIPHIRE,25.8117088,94.8474036
Nagaland,KOHIMA,25.6618755,94.1019156
Nagaland,LONGLENG,26.5839315,94.8045481
Nagaland,MOKOKCHUNG,26.4795861,94.5105275
Nagaland,MON,26.666667,95.0
Nagaland,PEREN,25.4499691,93.6001738
Nagaland,PHEK,25.6700924,94.3843925
Nagaland,TUENSANG,26.2342107,94.741553
Nagaland,WOKHA,26.242251,94.1921153
Nagaland,ZUNHEBOTO,26.0123803,94.5123719
Odisha,ANUGUL,20.8411255,85.0804007
Odisha,BALANGIR,20.6095183,83.1673029
Odisha,BALESHWAR,21.5197916,86.8790638
Odisha,BARGARH,21.2319922,83.5652737
Odisha,BHADRAK,20.9854052,86.5934226
Odisha,BOUDH,20.6407463,83.9969704
Odisha,CUTTACK,20.4686,85.8792
Odisha,DEOGARH,21.5370786,84.7301184
Odisha,DHENKANAL,20.8351494,85.6022305
Odisha,GAJAPATI,19.1966026,84.1930634
Odisha,GANJAM,19.6090068,84.7080633
Odisha,JAGATSINGHAPUR,20.1801473,86.3414874
Odisha,JAJAPUR,20.8277892,86.3798353
Odisha,JHARSUGUDA,21.8019368,83.9713964
Odisha,KALAHANDI,19.8265757,83.0408702
Odisha,KANDHAMAL,20.1306939,84.0790476
Odisha,KENDRAPARA,20.5475164,86.5296168
Odisha,KENDUJHAR,21.5892323,85.6687841
Odisha,KHORDHA,20.0538149,85.5023308
Odisha,KORAPUT,18.7232023,82.6100596
Odisha,MALKANGIRI,18.2744685,81.9520316
Odisha,MAYURBHANJ,21.9156338,86.3961824
Odisha,NABARANGPUR,19.228896,82.5665715
Odisha,NAYAGARH,20.2393682,85.050728
Odisha,NUAPADA,20.5412657,82.5292352
Odisha,PURI,19.8076083,85.8252538
Odisha,RAYAGADA,19.4426698,83.5873053
Odisha,SAMBALPUR,21.5570606,84.1528515
Odisha,SONEPUR,20.8453864,83.909083
Odisha,SUNDARGARH,22.0605153,83.9359154
Puducherry,KARAIKAL,10.91571,79.8375761
Puducherry,MAHE,11.7021978,75.5364701
Puducherry,PONDICHERRY,11.9340568,79.8306447
Puducherry,YANAM,16.7385032,82.2106199
Punjab,AMRITSAR,31.6356659,74.8787496
Punjab,BARNALA,30.3716802,75.5039887
Punjab,BATHINDA,30.1794814,75.0471098
Punjab,FARIDKOT,30.6014507,74.7950176
Punjab,FATEHGARH SAHIB,30.6634042,76.3803
Punjab,FAZILKA,30.3198406,74.1217943
Punjab,FIROZEPUR,30.870457877272727,75.50011736363636
Punjab,GURDASPUR,31.9037264,75.2275587
Punjab,HOSHIARPUR,31.6092942,75.8459754
Punjab,JALANDHAR,31.2922312,75.5678878
Punjab,KAPURTHALA,31.3856476,75.3053304
Punjab,LUDHIANA,30.9090157,75.851601
Punjab,MANSA,29.8764133,75.4889564
Punjab,MOGA,30.7877554,75.159359
Punjab,MUKTSAR,30.4692,74.5182
Punjab,NAWANSHAHR,31.126969,76.1598988
Punjab,PATHANKOT,32.3021899,75.6589406
Punjab,PATIALA,30.2092778,76.3397231
Punjab,RUPNAGAR,31.0917102,76.5289701
Punjab,S.A.S NAGAR,30.676694,76.7084883
Punjab,SANGRUR,30.135717,75.8533326
Punjab,TARN TARAN,31.3212453,74.8416687
Rajasthan,AJMER,26.4691,74.639
Rajasthan,ALWAR,27.4140049,76.6170387
Rajasthan,BANSWARA,23.4915047,74.3502172
Rajasthan,BARAN,24.9208165,76.6821985
Rajasthan,BARMER,25.5814853,71.1924922
Rajasthan,BHARATPUR,27.0246959,77.2920116
Rajasthan,BHILWARA,25.470994,74.6961316
Rajasthan,BIKANER,28.0159286,73.3171367
Rajasthan,BUNDI,25.4367659,75.7361471
Rajasthan,CHITTORGARH,24.7171578,74.4718129
Rajasthan,CHURU,28.2047781,74.6912996
Rajasthan,DAUSA,26.8048659,76.4437457
Rajasthan,DHOLPUR,26.7010642,77.896749
Rajasthan,DUNGARPUR,23.8538893,73.7087177
Rajasthan,GANGANAGAR,25.9061389,76.4815499
Rajasthan,HANUMANGARH,29.3659533,74.298429
Rajasthan,JAIPUR,26.9154576,75.8189817
Rajasthan,JAISALMER,27.0264162,70.777512
Rajasthan,JALORE,25.2093482,72.3178889
Rajasthan,JHALAWAR,24.3132368,76.5221078
Rajasthan,JHUNJHUNU,28.0798944,75.5424211
Rajasthan,JODHPUR,26.2967719,73.0351433
Rajasthan,KARAULI,26.5158329,77.0565965
Rajasthan,KOTA,25.1737019,75.8574194
Rajasthan,NAGAUR,26.9873443,73.7389011
Rajasthan,PALI,25.4552211,73.419389
Rajasthan,PRATAPGARH,24.0232221,74.6250275
Rajasthan,RAJSAMAND,25.2892459,73.8241077
Rajasthan,SAWAI MADHOPUR,26.2290186,76.3043561
Rajasthan,SIKAR,27.6624156,75.0279971
Rajasthan,SIROHI,24.8114047,72.8300257
Rajasthan,TONK,26.1223198,75.6632235
Rajasthan,UDAIPUR,24.578721,73.6862571
Sikkim,EAST DISTRICT,27.3338349,88.614658
Sikkim,NORTH DISTRICT,27.666667,88.5
Sikkim,SOUTH DISTRICT,27.333333,88.416667
Sikkim,WEST DISTRICT,27.9820852,88.6848163
Tamil Nadu,ARIYALUR,11.1530559,79.2585797
Tamil Nadu,COIMBATORE,11.0018115,76.9628425
Tamil Nadu,CUDDALORE,11.5202071,79.3396356
Tamil Nadu,DHARMAPURI,12.1456131,78.1132217
Tamil Nadu,DINDIGUL,10.4256897,77.815664
Tamil Nadu,ERODE,11.4905282,77.3505274
Tamil Nadu,KANCHIPURAM,12.9647163,79.9839686
Tamil Nadu,KANNIYAKUMARI,8.3279814,77.3541173
Tamil Nadu,KARUR,10.8217671,78.3828654
Tamil Nadu,KRISHNAGIRI,12.5152075,78.0093769
Tamil Nadu,MADURAI,9.9261153,78.1140983
Tamil Nadu,NAGAPATTINAM,10.6026203,79.7619348
Tamil Nadu,NAMAKKAL,11.3033889,78.118604
Tamil Nadu,PERAMBALUR,11.2902641,78.9300404
Tamil Nadu,PUDUKKOTTAI,10.2903072,78.8173617
Tamil Nadu,RAMANATHAPURAM,9.5205576,78.5184635
Tamil Nadu,SALEM,11.6469616,78.2106958
Tamil Nadu,SIVAGANGA,9.8486881,78.4870461
Tamil Nadu,THANJAVUR,10.659037,79.2014278
Tamil Nadu,THE NILGIRIS,11.4,76.7
Tamil Nadu,THENI,9.8692558,77.4222974
Tamil Nadu,THIRUVALLUR,13.2537619,80.0562572
Tamil Nadu,THIRUVARUR,10.6878621,79.4979437
Tamil Nadu,TIRUCHIRAPPALLI,10.8071144,78.6880939
