district_id,match_2001_status,match_2011_status,matched_in_both,matched_in_2001_only,matched_in_2011_only,unresolved_in_both,requires_manual_review
IND_BIHAR_BANKA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_BEGUSARAI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_BHAGALPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_BHOJPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_BOKARO,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_BUXAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_CHATRA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_DARBHANGA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_DEOGHAR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_DHANBAD,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_DUMKA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_EAST_SINGHBUM,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_GARHWA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_GAYA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_GIRIDIH,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_GODDA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_GOPALGANJ,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_GUMLA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_HAZARIBAGH,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_JAMUI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_JEHANABAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_KAIMUR_BHABUA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_KATIHAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_KHAGARIA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_KISHANGANJ,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_KODERMA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_LAKHISARAI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_LOHARDAGA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_MADHEPURA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_MADHUBANI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_MUNGER,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_MUZAFFARPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_NALANDA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_NAWADA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_PAKUR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_PALAMU,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_PASHCHIM_CHAMPARAN,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_PATNA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_PURBI_CHAMPARAN,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_PURNIA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_RANCHI,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_ROHTAS,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SAHARSA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SAHEBGANJ,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_BIHAR_SAMASTIPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SARAN,matched_exact_unique,fuzzy_candidate_only,False,True,False,False,True
IND_BIHAR_SHEIKHPURA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SHEOHAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SITAMARHI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SIWAN,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_SUPAUL,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_VAISHALI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_BIHAR_WEST_SINGHBHUM,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHANDIGARH_CHANDIGARH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_BALOD,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_BALODA_BAZAR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_BALRAMPUR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_BASTAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_BEMETARA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_BIJAPUR,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_CHHATTISGARH_BILASPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_DANTEWADA,matched_exact_unique,fuzzy_candidate_only,False,True,False,False,True
IND_CHHATTISGARH_DHAMTARI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_DURG,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_GARIYABAND,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_JANJGIR_CHAMPA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_JASHPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_KABIRDHAM,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_KANKER,matched_exact_unique,fuzzy_candidate_only,False,True,False,False,True
IND_CHHATTISGARH_KONDAGAON,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_KORBA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_KOREA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_MAHASAMUND,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_MUNGELI,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_NARAYANPUR,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_CHHATTISGARH_RAIGARH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_RAIPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_RAJNANDGAON,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_CHHATTISGARH_SUKMA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_SURAJPUR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_CHHATTISGARH_SURGUJA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_DADRA_AND_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_DAMAN_AND_DIU_DAMAN,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_DAMAN_AND_DIU_DAMAN_AND_DIU,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_DAMAN_AND_DIU_DIU,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_DELHI_DELHI,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_DELHI_DELHI_TOTAL,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GOA_GOA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GOA_NORTH_GOA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GOA_SOUTH_GOA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_AHMADABAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_AMRELI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_ANAND,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_ARAVALLI,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_BANAS_KANTHA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_BHARUCH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_BHAVNAGAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_BOTAD,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_CHHOTAUDEPUR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_DANG,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_DEVBHUMI_DWARKA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_DOHAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_GANDHINAGAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_GIR_SOMNATH,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_JAMNAGAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_JUNAGADH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_KACHCHH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_KHEDA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_MAHESANA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_MAHISAGAR,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_MORBI,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_GUJARAT_NARMADA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_NAVSARI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_PANCH_MAHALS,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_PATAN,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_PORBANDAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_RAJKOT,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_SABAR_KANTHA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_SURAT,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_SURENDRANAGAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_TAPI,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_GUJARAT_VADODARA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_GUJARAT_VALSAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_AMBALA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_BHIWANI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_CHARKI_DADRI,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_HARYANA_FARIDABAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_FATEHABAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_GURGAON,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_HISAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_JHAJJAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_JIND,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_KAITHAL,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_KARNAL,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_KURUKSHETRA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_MAHENDRAGARH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_MEWAT,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_HARYANA_PALWAL,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_HARYANA_PANCHKULA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_PANIPAT,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_REWARI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_ROHTAK,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_SIRSA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_SONIPAT,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HARYANA_YAMUNANAGAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_BILASPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_CHAMBA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_HAMIRPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_KANGRA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_KINNAUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_KULLU,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_LAHUL_AND_SPITI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_MANDI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_SHIMLA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_SIRMAUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_SOLAN,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_HIMACHAL_PRADESH_UNA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_ANANTNAG,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_BADGAM,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_BANDIPORA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JAMMU_AND_KASHMIR_BARAMULLA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JAMMU_AND_KASHMIR_DODA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_GANDERBAL,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JAMMU_AND_KASHMIR_JAMMU,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_KARGIL,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_KATHUA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_KISHTWAR,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JAMMU_AND_KASHMIR_KULGAM,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JAMMU_AND_KASHMIR_KUPWARA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_LEH_LADAKH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_POONCH,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JAMMU_AND_KASHMIR_PULWAMA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_RAJAURI,matched_exact_unique,fuzzy_candidate_only,False,True,False,False,True
IND_JAMMU_AND_KASHMIR_RAMBAN,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JAMMU_AND_KASHMIR_REASI,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JAMMU_AND_KASHMIR_SAMBA,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JAMMU_AND_KASHMIR_SHOPIAN,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JAMMU_AND_KASHMIR_SRINAGAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JAMMU_AND_KASHMIR_UDHAMPUR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_BOKARO,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_CHATRA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_DEOGHAR,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_DHANBAD,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_DUMKA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_EAST_SINGHBUM,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JHARKHAND_GARHWA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_GIRIDIH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_GODDA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_GUMLA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_HAZARIBAGH,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_JAMTARA,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JHARKHAND_KHUNTI,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JHARKHAND_KODERMA,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JHARKHAND_LATEHAR,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JHARKHAND_LOHARDAGA,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_PAKUR,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JHARKHAND_PALAMU,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_RAMGARH,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JHARKHAND_RANCHI,matched_exact_unique,matched_exact_unique,True,False,False,False,False
IND_JHARKHAND_SAHEBGANJ,fuzzy_candidate_only,fuzzy_candidate_only,False,False,False,True,True
IND_JHARKHAND_SARAIKELA_KHARSAWAN,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
IND_JHARKHAND_SIMDEGA,fuzzy_candidate_only,matched_exact_unique,False,False,True,False,True
