canonical_crop_row_id,district_id,data_split,canonical_state_name,canonical_district_name,Crop_canonical,Season_canonical,Crop_Year,Area_corrected,latitude,longitude,rain_sum_mm,rain_mean_mm,rainy_days_ge1mm,dry_days_lt1mm,heavy_rain_days_ge20mm,longest_dry_spell_days,longest_wet_spell_days,temp_mean_c,temp_max_mean_c,temp_min_mean_c,temp_max_absolute_c,temp_min_absolute_c,hot_days_tmax_ge35c,cold_days_tmin_lt10c,humidity_mean_pct,solar_radiation_mean,wind_speed_mean,first_25pct_rain_sum_mm,first_25pct_temp_mean_c,first_25pct_longest_dry_spell_days,last_25pct_rain_sum_mm,last_25pct_temp_mean_c,last_25pct_heavy_rain_days,lag_yield_1y,lag_available,lag_source_crop_year,lag_source_canonical_crop_row_id,target_yield
CCR_B8C9E02D88A167AECC88,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Moong(Green Gram),Kharif,1998,18200.0,19.29892001,79.08081669,513.2299999999984,5.702555555555538,47,43,10,28,21,31.571999999999974,36.44233333333343,27.17944444444438,48.91,23.46,38,0,60.693777777778045,18.308999999999934,2.8287777777777694,1.8899999999998727,38.8639130434783,23,218.26999999999884,27.538695652173967,4,0.17475728155339806,1,1997,CCR_DEADB7141EAE1DDFF6BB,0.29120879120879123
CCR_98BEE715D7B321A7CF81,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Moong(Green Gram),Rabi,1998,3900.0,19.29892001,79.08081669,140.44000000000028,1.5604444444444476,23,67,1,43,6,22.120666666666715,28.408111111111268,17.006888888888817,31.13,9.48,0,2,75.0508888888889,17.59644444444441,1.5014444444444457,91.08000000000015,25.801739130435042,4,0.0,18.718695652173864,0,0.125,1,1997,CCR_E52E4A5407CFEA74CE98,0.1282051282051282
CCR_D60E07499122F5F923AD,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Other Kharif pulses,Kharif,1998,1200.0,19.29892001,79.08081669,1034.2699999999988,5.171349999999994,106,94,16,28,39,27.949900000000007,32.40805000000004,24.06924999999992,48.91,10.27,38,0,73.99345000000022,17.538749999999954,2.199249999999996,182.22000000000003,34.76580000000002,28,86.50000000000023,23.00699999999997,0,0.13333333333333333,1,1997,CCR_79050BF32BFE1A6265E0,0.08333333333333333
CCR_3CB057600DE1082A473E,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Other Rabi pulses,Rabi,1998,2000.0,19.29892001,79.08081669,147.94000000000074,0.6978301886792487,26,186,1,81,6,25.60674528301889,33.682783018867994,18.126320754716932,46.67,8.07,79,7,47.3890094339622,20.72806603773579,1.593962264150947,140.44000000000028,24.390000000000175,6,0.2600000000002183,33.49169811320771,0,0.13043478260869565,1,1997,CCR_4865F10B40EDA837526C,0.15
CCR_C8A765F41AB9E6ABF888,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Rice,Kharif,1998,66400.0,19.29892001,79.08081669,947.7699999999986,6.318466666666658,89,61,16,28,39,29.597533333333352,33.84453333333338,25.8403999999999,48.91,22.65,38,0,71.37453333333363,17.647466666666624,2.3749999999999925,66.25999999999999,36.36473684210532,28,182.12000000000035,26.604210526316006,2,0.9509803921568627,1,1997,CCR_57A67A5ABAE04366555C,2.2936746987951806
CCR_0908420CFD9E67841F3E,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Rice,Rabi,1998,12200.0,19.29892001,79.08081669,147.51000000000045,0.9834000000000029,26,124,1,79,6,22.611266666666634,30.135266666666745,16.164999999999964,38.92,8.07,17,7,60.81866666666664,18.726533333333293,1.4975333333333372,109.58000000000061,25.291315789473867,5,6.960000000000036,25.785789473683938,0,2.3846153846153846,1,1997,CCR_A694AEA54180EF2EA32B,2.7459016393442623
CCR_2F3D68A83E5CEFC85DCE,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Sesamum,Kharif,1998,12400.0,19.29892001,79.08081669,633.9499999999985,6.339499999999984,57,43,12,28,31,31.103599999999986,35.80500000000007,26.874099999999927,48.91,23.25,38,0,63.32240000000031,18.00759999999993,2.702199999999991,1.8899999999998727,38.75520000000004,25,242.9999999999991,26.998799999999974,3,0.04608294930875576,1,1997,CCR_BC526C7DAD02475FEDA3,0.1935483870967742
CCR_B1355506ED789035EC5F,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Sesamum,Rabi,1998,3100.0,19.29892001,79.08081669,140.5500000000004,1.4055000000000042,23,77,1,53,6,21.81440000000006,28.431300000000082,16.42019999999993,31.13,8.73,0,4,72.64459999999991,17.67299999999999,1.4952000000000043,92.22000000000003,25.75600000000035,4,0.11000000000012733,18.959600000000066,0,0.10256410256410256,1,1997,CCR_53CC398C3F3366399D0F,0.2903225806451613
CCR_6DD9278BCAD7FF73755F,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Sunflower,Kharif,1998,3800.0,19.29892001,79.08081669,707.6199999999983,6.432909090909075,66,44,12,28,39,30.706363636363594,35.26990909090911,26.648090909090833,48.91,23.25,38,0,65.60790909090937,17.928090909090844,2.6395454545454475,1.9099999999998545,38.53714285714295,28,242.11999999999944,26.82249999999996,2,0.4423076923076923,1,1997,CCR_600E0FC02B9633D93CC4,0.7368421052631579
CCR_D7B474CA0C75EAB13486,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Sunflower,Rabi,1998,700.0,19.29892001,79.08081669,140.5500000000004,1.2777272727272764,23,87,1,63,6,21.545363636363685,28.506454545454602,15.870181818181747,31.13,8.07,0,7,69.88709090909086,17.816090909090896,1.4947272727272776,92.6400000000001,25.687857142857474,4,0.11000000000012733,18.870357142857106,0,0.375,1,1997,CCR_625C4D51DA55EAE9673B,0.42857142857142855
CCR_E21DE595D3ADDD950B10,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Urad,Kharif,1998,16900.0,19.29892001,79.08081669,595.5599999999986,6.2690526315789326,52,43,12,28,26,31.30663157894734,36.084000000000074,27.012842105263093,48.91,23.25,38,0,62.138210526316065,18.06526315789467,2.7924210526315716,1.8899999999998727,38.82208333333339,24,274.07999999999925,27.018749999999955,5,0.3384615384615385,1,1997,CCR_54163E013182890EB0E0,0.3609467455621302
CCR_5B27FF17EE7433765529,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Urad,Rabi,1998,700.0,19.29892001,79.08081669,140.44000000000028,1.4783157894736871,23,72,1,48,6,21.929157894736885,28.402210526315894,16.65821052631572,31.13,8.73,0,4,73.58852631578944,17.627368421052598,1.488105263157896,91.08000000000015,25.771666666666988,4,0.0,18.69291666666656,0,0.16666666666666666,1,1997,CCR_4CE367B50E60C147A9F6,0.42857142857142855
CCR_2208566DA7AB32FE3422,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Wheat,Rabi,1998,2800.0,19.29892001,79.08081669,71.25000000000045,0.47500000000000303,16,134,0,79,3,22.94259999999995,31.03666666666674,15.840666666666621,41.04,8.07,32,7,53.970933333333235,19.31039999999996,1.499933333333341,64.01000000000022,23.490526315789555,6,5.980000000000018,28.271315789473718,0,0.5555555555555556,1,1997,CCR_DBD236CB9C9E94A3404A,0.5714285714285714
CCR_D7D15D287C40B7A028A1,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Arhar/Tur,Kharif,1998,27400.0,14.45698852,77.50944784,684.299999999999,3.421499999999995,85,115,5,11,24,27.102849999999954,32.18614999999989,22.89555000000004,42.51,16.88,46,0,71.23155000000003,19.003300000000028,3.506650000000004,47.759999999999536,32.02019999999997,11,176.94999999999982,24.15799999999985,0,0.12149532710280374,1,1997,CCR_EFFF1C1B1D1170B97981,0.33211678832116787
CCR_05A16B44AC3F2F48FE3E,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Bajra,Kharif,1998,2600.0,14.45698852,77.50944784,373.14999999999964,3.7314999999999965,39,61,5,11,9,28.303199999999926,33.65069999999991,23.88580000000007,42.51,21.41,31,0,65.43230000000011,19.35990000000009,4.6200000000000045,18.879999999999768,32.54959999999985,11,209.87,25.695999999999984,3,0.35714285714285715,1,1997,CCR_648F5C8224FAFB8CFAE6,0.7307692307692307
CCR_BCC5185827415AC4CD01,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Castor seed,Kharif,1998,3200.0,14.45698852,77.50944784,649.0699999999993,3.6059444444444404,78,102,5,11,24,27.47211111111108,32.58461111111101,23.20222222222225,42.51,16.88,46,0,69.8283888888889,19.224222222222256,3.6645555555555576,45.46999999999957,32.2551111111111,11,207.12999999999988,24.762222222222167,0,0.1,1,1997,CCR_351A1DE34A1604D6D1B7,0.3125
CCR_7313694522955B86D3CE,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Cotton(lint),Kharif,1998,14000.0,14.45698852,77.50944784,686.4299999999989,3.268714285714281,86,124,5,11,24,26.913904761904693,32.05538095238085,22.658285714285746,42.51,15.28,46,0,71.38961904761912,19.009904761904796,3.4128571428571486,47.939999999999486,31.790943396226382,11,133.5499999999995,23.877735849056407,0,1.2876712328767124,1,1997,CCR_00983C7D15F67986DE81,0.9214285714285714
CCR_4A1EC195E653799787E6,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Dry chillies,Kharif,1998,4000.0,14.45698852,77.50944784,656.6699999999992,3.648166666666662,81,99,5,11,24,26.742833333333277,31.702444444444325,22.733666666666714,42.51,16.88,31,0,73.18500000000003,18.624555555555595,3.6617222222222257,25.74999999999966,30.827333333333204,11,174.77999999999975,24.258222222222077,0,1.9189189189189189,1,1997,CCR_6D34D96D4F7B5F90648C,2.5
CCR_E6D746875C69FC17933A,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Dry chillies,Rabi,1998,200.0,14.45698852,77.50944784,160.3999999999994,0.8911111111111079,28,152,0,58,15,24.45788888888879,31.81883333333331,18.166888888888842,41.3,11.78,39,0,60.956500000000155,20.620833333333383,2.3744444444444435,147.24999999999955,24.18177777777766,8,0.0,29.01333333333314,0,1.0,1,1997,CCR_E2D2012BD19C879221C5,1.0
CCR_BB665CD7D737A4F16618,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Gram,Rabi,1998,26200.0,14.45698852,77.50944784,50.129999999999654,0.385615384615382,13,117,0,58,3,22.97930769230759,30.330769230769146,16.91592307692306,35.81,11.78,4,0,66.78853846153848,19.89746153846151,2.361230769230773,36.98999999999978,23.822121212120802,8,6.309999999999945,24.923333333333368,0,0.5285714285714286,1,1997,CCR_4D336B89921F5B059983,0.9885496183206107
CCR_303FEC809C10BC6AFEDE,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Groundnut,Kharif,1998,755200.0,14.45698852,77.50944784,416.47999999999956,3.4706666666666632,47,73,5,11,10,27.834166666666626,33.05141666666655,23.55975000000006,42.51,20.95,31,0,68.09150000000002,19.217083333333417,4.387833333333343,20.009999999999764,32.02999999999993,11,173.17000000000007,25.51066666666678,2,0.35095267363245236,1,1997,CCR_7AD9F7CB2C588D5B5B29,1.1490995762711864
CCR_63E46A585DA98B7374D8,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Groundnut,Rabi,1998,25900.0,14.45698852,77.50944784,154.08999999999946,1.2840833333333288,26,94,0,48,15,22.64024999999991,29.295999999999882,17.39458333333335,33.63,11.78,0,0,73.34033333333342,18.54033333333329,2.139416666666661,112.23999999999955,24.354999999999865,8,0.03999999999996362,21.85633333333353,0,1.0742574257425743,1,1997,CCR_F496ABCAABAC44E3B46C,1.3822393822393821
CCR_173DBA06C3CD03BE5493,IND_ANDHRA_PRADESH_ANANTAPUR,train,Andhra Pradesh,ANANTAPUR,Horse-gram,Kharif,1998,2300.0,14.45698852,77.50944784,386.4199999999996,3.5129090909090874,44,66,5,11,10,28.048818181818124,33.294727272727144,23.72390909090915,42.51,21.38,31,0,66.96272727272735,19.23227272727282,4.45363636363637,19.3299999999997,32.22142857142847,11,166.47000000000003,25.581071428571445,2,0.30303030303030304,1,1997,CCR_A343C793CDCCEDD25991,0.391304347826087
CCR_6D2BD3D83F2196FA5E3F,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Arhar/Tur,Kharif,1997,32200.0,19.29892001,79.08081669,851.1200000000001,4.2556,86,114,10,31,16,28.359099999999966,33.39810000000002,23.902399999999997,45.86,16.2,47,0,68.494,18.713399999999975,2.423449999999998,114.87000000000003,34.425399999999975,31,82.71000000000004,25.463199999999944,0,,0,,,0.034161490683229816
CCR_D86964D867CF0E15322E,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Castor seed,Kharif,1997,2600.0,19.29892001,79.08081669,804.0300000000001,4.466833333333334,79,101,10,31,16,28.73599999999997,33.64700000000001,24.341444444444445,45.86,19.18,47,0,67.82661111111112,18.90994444444442,2.537777777777776,40.69,34.95355555555554,31,69.36000000000001,25.97755555555549,0,,0,,,0.2692307692307692
CCR_7CDF0D8BCB7204708276,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Cotton(lint),Kharif,1997,144900.0,19.29892001,79.08081669,861.9800000000001,4.104666666666668,89,121,10,31,16,28.165238095238063,33.223000000000035,23.727619047619054,45.86,16.2,47,0,68.969,18.543047619047595,2.372666666666665,155.30000000000004,34.08886792452828,31,74.88000000000011,25.16169811320749,0,,0,,,0.45893719806763283
CCR_08DE66F182D00ADAD111,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Dry chillies,Kharif,1997,5500.0,19.29892001,79.08081669,804.5600000000003,4.46977777777778,79,101,10,24,16,28.071388888888862,32.942555555555565,23.82811111111111,45.86,16.2,32,0,70.57666666666667,18.344277777777748,2.524555555555554,184.85000000000008,33.585999999999984,24,59.68000000000018,25.509999999999955,0,,0,,,0.5636363636363636
CCR_D6D891C1D61DD3EBE411,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Dry chillies,Rabi,1997,700.0,19.29892001,79.08081669,207.0799999999998,1.1504444444444435,34,146,1,36,6,24.694999999999993,31.991833333333428,18.42755555555555,42.51,10.33,31,0,61.02822222222223,16.8808333333333,1.6801111111111071,56.55000000000007,25.436222222222163,20,11.170000000000073,27.487777777777755,0,,0,,,2.2857142857142856
CCR_41C6EBE8E23D8106EDFD,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Gram,Rabi,1997,4000.0,19.29892001,79.08081669,195.16999999999985,1.5013076923076911,31,99,1,32,6,23.519076923076934,30.491846153846296,17.869076923076914,34.19,10.33,0,0,67.78284615384618,15.208076923076911,1.6170769230769224,68.34000000000015,25.06848484848483,13,60.81999999999982,23.554848484848524,1,,0,,,0.125
CCR_2491F9555E89DEDA89FA,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Groundnut,Rabi,1997,3700.0,19.29892001,79.08081669,137.75999999999988,1.147999999999999,26,94,0,32,6,23.77949999999999,30.32325000000013,18.544583333333353,34.03,10.33,0,0,71.06041666666667,15.098999999999963,1.5280833333333297,40.62000000000012,25.58966666666659,20,2.8999999999999773,22.47466666666666,0,,0,,,0.8918918918918919
CCR_5501193994AAB0CD6986,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Horse-gram,Rabi,1997,3200.0,19.29892001,79.08081669,135.13999999999987,1.2285454545454535,25,85,0,23,6,23.847727272727255,30.31481818181829,18.692727272727304,34.03,10.33,0,0,72.52027272727275,15.303272727272674,1.4567272727272687,36.97000000000003,25.649999999999928,20,3.5599999999999454,22.39999999999996,0,,0,,,0.09375
CCR_A21F9C2FA9D31C5A81CA,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Jowar,Kharif,1997,58200.0,19.29892001,79.08081669,711.1400000000001,5.926166666666668,63,57,10,24,16,29.247749999999982,33.869000000000014,25.178499999999968,45.86,21.73,32,0,67.70558333333332,18.671249999999986,3.098416666666666,17.159999999999997,35.97166666666666,24,180.76999999999975,26.026333333333334,2,,0,,,0.5412371134020618
CCR_F6DF33A9E93D7CC25E4E,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Jowar,Rabi,1997,96100.0,19.29892001,79.08081669,137.75999999999988,1.147999999999999,26,94,0,32,6,23.77949999999999,30.32325000000013,18.544583333333353,34.03,10.33,0,0,71.06041666666667,15.098999999999963,1.5280833333333297,40.62000000000012,25.58966666666659,20,2.8999999999999773,22.47466666666666,0,,0,,,0.3485952133194589
CCR_677EACEC91D37FC6E402,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Maize,Kharif,1997,23900.0,19.29892001,79.08081669,711.1400000000001,5.926166666666668,63,57,10,24,16,29.247749999999982,33.869000000000014,25.178499999999968,45.86,21.73,32,0,67.70558333333332,18.671249999999986,3.098416666666666,17.159999999999997,35.97166666666666,24,180.76999999999975,26.026333333333334,2,,0,,,2.6359832635983262
CCR_81F2FDAE3C5CBA3CC980,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Maize,Rabi,1997,4600.0,19.29892001,79.08081669,137.75999999999988,1.147999999999999,26,94,0,32,6,23.77949999999999,30.32325000000013,18.544583333333353,34.03,10.33,0,0,71.06041666666667,15.098999999999963,1.5280833333333297,40.62000000000012,25.58966666666659,20,2.8999999999999773,22.47466666666666,0,,0,,,2.9782608695652173
CCR_DEADB7141EAE1DDFF6BB,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Moong(Green Gram),Kharif,1997,20600.0,19.29892001,79.08081669,530.3700000000003,5.893000000000004,46,44,8,24,16,30.32155555555553,35.33066666666668,25.825222222222198,45.86,22.63,32,0,61.66388888888887,19.851555555555553,3.1979999999999995,1.4300000000000068,36.41260869565217,23,226.53000000000026,26.612608695652142,4,,0,,,0.17475728155339806
CCR_E52E4A5407CFEA74CE98,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Moong(Green Gram),Rabi,1997,4800.0,19.29892001,79.08081669,134.8599999999999,1.4984444444444434,25,65,0,20,6,24.214444444444435,30.215222222222312,19.44022222222226,34.03,11.65,0,0,75.15477777777774,15.317888888888834,1.4053333333333273,17.16999999999996,25.890869565217304,20,27.619999999999777,21.826521739130484,0,,0,,,0.125
CCR_79050BF32BFE1A6265E0,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Other Kharif pulses,Kharif,1997,1500.0,19.29892001,79.08081669,864.9400000000002,4.324700000000001,91,109,10,24,16,27.71659999999997,32.62340000000004,23.504300000000004,45.86,16.2,32,0,71.36524999999997,17.937849999999973,2.3949999999999987,217.53000000000014,33.03759999999999,24,101.34000000000015,24.979599999999973,0,,0,,,0.13333333333333333
CCR_4865F10B40EDA837526C,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Other Rabi pulses,Rabi,1997,2300.0,19.29892001,79.08081669,218.33000000000004,1.029858490566038,35,177,1,40,6,26.23042452830188,33.59009433962272,19.73141509433961,45.13,10.33,63,0,55.768632075471686,18.031084905660347,1.8217452830188654,70.98000000000002,25.193207547169756,20,21.82000000000039,32.884150943396236,0,,0,,,0.13043478260869565
CCR_57A67A5ABAE04366555C,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Rice,Kharif,1997,30600.0,19.29892001,79.08081669,763.6,5.0906666666666665,74,76,10,24,16,28.628933333333304,33.21726666666668,24.554933333333317,45.86,19.18,32,0,69.96553333333333,18.51786666666665,2.7457333333333325,131.77000000000004,34.55131578947367,24,90.70999999999981,26.11868421052625,0,,0,,,0.9509803921568627
CCR_A694AEA54180EF2EA32B,IND_ANDHRA_PRADESH_ADILABAD,train,Andhra Pradesh,ADILABAD,Rice,Rabi,1997,5200.0,19.29892001,79.08081669,195.9599999999997,1.306399999999998,31,119,1,32,6,23.829733333333326,30.74400000000011,18.1334,36.64,10.33,1,0,67.29913333333334,15.763266666666642,1.5809999999999975,41.670000000000186,25.54789473684205,20,60.81999999999982,23.834210526315807,1,,0,,,2.3846153846153846
