canonical_state_name,canonical_district_name,Crop_Year,Season_canonical,Crop_canonical,legacy_source_row_id,expanded_source_row_id,legacy_Area,expanded_Area,legacy_Production_corrected,expanded_Production_corrected,legacy_target_yield,expanded_target_yield,area_difference,production_difference,yield_difference,selected_source,decision_reason,area_ratio_expanded_to_legacy,production_ratio_expanded_to_legacy,target_ratio_expanded_to_legacy,area_ratio_pattern,production_ratio_pattern,target_ratio_pattern,unit_correction_type,unit_correction_factor,unit_correction_evidence,source_overlap_status,corrected_productions_match
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year,Banana,39,277594,66.42,66.418,404.12,404.12,6.084311954230653,6.0844951669728085,0.0019999999999953,0.0,-0.0001832127421552,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9999698885877748,1.0,1.0000301123189497,other,1,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,True
Andhra Pradesh,ANANTAPUR,2012,Kharif,Maize,808,364871,22039.0,22000.0,63516.0,63000.0,2.8819819411044056,2.863636363636364,39.0,516.0,0.0183455774680418,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9982304097282091,0.9918760627243529,0.99363438847191,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Kharif,Onion,811,365136,1548.0,2000.0,25393.0,25000.0,16.40374677002584,12.5,-452.0,393.0,3.90374677002584,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.2919896640826873,0.9845232938211318,0.762021029417556,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Kharif,Ragi,814,365288,1589.0,2000.0,2336.0,3000.0,1.4701069855254878,1.5,-411.0,-664.0,-0.0298930144745122,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.2586532410320956,1.2842465753424657,1.020333904109589,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Kharif,Rice,815,365374,22056.0,22000.0,58691.0,58000.0,2.660999274573812,2.636363636363636,56.0,691.0,0.0246356382101757,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9974610083424011,0.9882264742464774,0.9907419598172863,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Kharif,Small millets,817,365609,1343.0,1000.0,1613.0,2000.0,1.201042442293373,2.0,343.0,-387.0,-0.798957557706627,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.7446016381236039,1.2399256044637321,1.6652200867947924,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Kharif,Sunflower,820,365739,6121.0,6000.0,5197.0,5000.0,0.8490442738114687,0.8333333333333334,121.0,197.0,0.0157109404781353,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9802319882372161,0.9620935154897056,0.981495734718748,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Gram,832,364514,89676.0,90000.0,77301.0,77000.0,0.8620032115616219,0.8555555555555555,-324.0,301.0,0.0064476560060663,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0036130068245686,0.9961061305804582,0.9925201485103685,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Groundnut,833,364573,20987.0,21000.0,34419.0,34000.0,1.6400152475341878,1.619047619047619,-13.0,419.0,0.0209676284865687,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0006194310763805,0.9878264911821959,0.9872149795447974,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Horse-gram,834,364692,1997.0,2000.0,1322.0,1000.0,0.6619929894842264,0.5,-3.0,322.0,0.1619929894842263,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0015022533800702,0.75642965204236,0.7552950075642965,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Jowar,835,364760,5795.0,5000.0,3141.0,3000.0,0.5420189818809318,0.6,795.0,141.0,-0.0579810181190681,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.8628127696289906,0.9551098376313276,1.1069723018147088,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Maize,836,364872,7070.0,7000.0,50098.0,50000.0,7.085997171145686,7.142857142857143,70.0,98.0,-0.0568599717114572,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9900990099009901,0.998043834085193,1.008024272426045,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Ragi,840,365289,823.0,1000.0,1227.0,1000.0,1.4908869987849331,1.0,-177.0,227.0,0.4908869987849331,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.2150668286755772,0.8149959250203749,0.6707416462917686,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Rice,841,365375,6998.0,7000.0,17768.0,18000.0,2.539011146041726,2.571428571428572,-2.0,-232.0,-0.0324174253868454,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0002857959416975,1.0130571814497973,1.012767736540812,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2012,Rabi,Sunflower,844,365740,4459.0,5000.0,1904.0,2000.0,0.4270015698587127,0.4,-541.0,-96.0,0.0270015698587127,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.121327651939897,1.050420168067227,0.936764705882353,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,ANANTAPUR,2014,Whole Year,Coconut,984,409621,687.0,687.0,5756000.0,5600000.0,8378.457059679768,8151.382823871907,0.0,156000.0,227.07423580786053,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0,0.9728978457261988,0.9728978457261988,1,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Arhar/Tur,1588,363897,7594.0,8000.0,1268.0,1000.0,0.1669739267843034,0.125,-406.0,268.0,0.0419739267843033,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0534632604687912,0.7886435331230284,0.7486198738170348,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Bajra,1589,363994,1681.0,2000.0,4211.0,4000.0,2.505056513979774,2.0,-319.0,211.0,0.505056513979774,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.189767995240928,0.949893137022085,0.7983851816670624,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Cotton(lint),1594,364267,317.0,1000.0,405.0,1000.0,1.277602523659306,1.0,-683.0,-595.0,0.277602523659306,legacy_source,legacy_source_preferred_for_conflicting_overlap,3.1545741324921135,2.4691358024691357,0.782716049382716,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Cowpea(Lobia),1595,364331,999.0,1000.0,276.0,1000.0,0.2762762762762762,1.0,-1.0,-724.0,-0.7237237237237237,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.001001001001001,3.6231884057971016,3.619565217391305,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Groundnut,1597,364578,135619.0,135000.0,86932.0,87000.0,0.6410016295651789,0.6444444444444445,619.0,-68.0,-0.0034428148792655,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.995435742779404,1.0007822205862054,1.005370992397634,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Horse-gram,1598,364697,3473.0,3000.0,2414.0,2000.0,0.6950763029081486,0.6666666666666666,473.0,414.0,0.0284096362414819,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.8638065073423553,0.8285004142502072,0.9591273128969897,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Maize,1600,364877,1078.0,1000.0,4375.0,4000.0,4.058441558441558,4.0,78.0,375.0,0.058441558441558,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9276437847866419,0.9142857142857143,0.9856000000000001,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Ragi,1608,365294,6616.0,6000.0,5776.0,6000.0,0.8730350665054414,1.0,616.0,-224.0,-0.1269649334945586,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9068923821039904,1.0387811634349031,1.1454293628808865,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Kharif,Rice,1609,365380,12952.0,13000.0,45241.0,45000.0,3.4929740580605317,3.4615384615384617,-48.0,241.0,0.0314355965220696,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.003705991352687,0.9946729736301143,0.9910003349582491,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Dry chillies,1627,364375,1702.0,2000.0,3877.0,4000.0,2.2779083431257345,2.0,-298.0,-123.0,0.2779083431257345,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.1750881316098707,1.0317255610007738,0.8779984524116584,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Groundnut,1629,364579,14610.0,15000.0,39725.0,40000.0,2.719028062970568,2.6666666666666665,-390.0,-275.0,0.0523613963039015,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0266940451745379,1.0069225928256764,0.9807426054122089,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Horse-gram,1630,364698,2260.0,3000.0,1383.0,2000.0,0.6119469026548673,0.6666666666666666,-740.0,-617.0,-0.0547197640117993,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.3274336283185841,1.4461315979754157,1.0894191371414799,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Maize,1631,364878,547.0,1000.0,3876.0,4000.0,7.085923217550274,4.0,-453.0,-124.0,3.085923217550274,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.8281535648994516,1.0319917440660475,0.564499484004128,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Ragi,1636,365295,704.0,1000.0,1050.0,1000.0,1.4914772727272727,1.0,-296.0,50.0,0.4914772727272727,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.4204545454545454,0.9523809523809523,0.6704761904761904,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Rice,1637,365381,34557.0,35000.0,126168.0,126000.0,3.6510113725149753,3.6,-443.0,168.0,0.0510113725149752,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0128193998321613,0.9986684420772304,0.9860281529389385,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2012,Rabi,Urad,1643,365983,1621.0,2000.0,1598.0,2000.0,0.9858112276372608,1.0,-379.0,-402.0,-0.014188772362739,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.2338062924120914,1.2515644555694618,1.014392991239049,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,CHITTOOR,2014,Whole Year,Coconut,1766,409624,3465.0,3465.0,29033000.0,41600000.0,8378.932178932178,12005.772005772003,0.0,-12567000.0,-3626.839826839827,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0,1.4328522715530603,1.43285227155306,1,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Cotton(lint),2373,364270,16845.0,17000.0,32501.0,32000.0,1.9294152567527456,1.8823529411764703,-155.0,501.0,0.047062315576275,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0092015434847135,0.984585089689548,0.9756079903423784,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Maize,2378,364883,495.0,1000.0,1938.0,2000.0,3.915151515151515,2.0,-505.0,-62.0,1.915151515151515,legacy_source,legacy_source_preferred_for_conflicting_overlap,2.0202020202020203,1.0319917440660475,0.5108359133126935,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Onion,2381,365145,547.0,1000.0,10443.0,11000.0,19.091407678244973,11.0,-453.0,-557.0,8.091407678244973,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.8281535648994516,1.053337163650292,0.5761754285167098,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Ragi,2383,365299,630.0,1000.0,668.0,1000.0,1.0603174603174603,1.0,-370.0,-332.0,0.0603174603174603,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.5873015873015872,1.4970059880239521,0.9431137724550898,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Rice,2384,365386,232300.0,232000.0,355651.0,356000.0,1.5309987085665089,1.5344827586206895,300.0,-349.0,-0.0034840500541808,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9987085665088248,1.0009812990825275,1.0022756714520307,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Kharif,Urad,2394,365988,1298.0,1000.0,919.0,1000.0,0.7080123266563945,1.0,298.0,-81.0,-0.2919876733436055,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.7704160246533128,1.088139281828074,1.41240478781284,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Maize,2403,364884,9485.0,9000.0,71659.0,71000.0,7.554981549815498,7.888888888888889,485.0,659.0,-0.3339073390733915,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9488666315234581,0.9908036673690674,1.044196976110623,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Moong(Green Gram),2405,365027,27520.0,28000.0,12329.0,12000.0,0.4480014534883721,0.4285714285714285,-480.0,329.0,0.0194300249169435,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0174418604651163,0.9733149484954173,0.9566295493783528,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Rice,2407,365387,168756.0,169000.0,746239.0,746000.0,4.4219998103771125,4.414201183431953,-244.0,239.0,0.0077986269451599,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0014458745170542,0.9996797272723618,0.9982364026957082,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2012,Rabi,Urad,2412,365989,20768.0,21000.0,7606.0,7000.0,0.3662365177195685,0.3333333333333333,-232.0,606.0,0.0329031843862352,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.011171032357473,0.9203260583749672,0.9101586466824438,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,EAST GODAVARI,2014,Whole Year,Coconut,2522,409627,46865.0,46865.0,780162000.0,715300000.0,16647.007361570468,15262.98943774672,0.0,64862000.0,1384.0179238237488,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0,0.9168608571040374,0.9168608571040375,1,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Arhar/Tur,3056,363906,13555.0,15000.0,18787.0,20000.0,1.3859830320914792,1.3333333333333333,-1445.0,-1213.0,0.0526496987581459,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.1066027296200664,1.064565923244797,0.9620127393055481,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Bajra,3057,364001,1882.0,2000.0,3668.0,4000.0,1.948990435706695,2.0,-118.0,-332.0,-0.051009564293305,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0626992561105206,1.0905125408942202,1.0261723009814614,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Castor seed,3061,364143,1728.0,3000.0,2825.0,5000.0,1.634837962962963,1.6666666666666667,-1272.0,-2175.0,-0.0318287037037037,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.7361111111111112,1.7699115044247788,1.0194690265486726,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Cotton(lint),3062,364273,187397.0,187000.0,708802.0,709000.0,3.782355107072152,3.79144385026738,397.0,-198.0,-0.0090887431952282,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9978815029055962,1.0002793445842422,1.0024029322837071,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Dry chillies,3063,364384,58609.0,58000.0,255418.0,255000.0,4.357999624631029,4.396551724137931,609.0,418.0,-0.0385520995069015,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9896091044037605,0.9983634669443814,1.0088462833472973,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Maize,3067,364889,1103.0,1000.0,4319.0,4000.0,3.915684496826836,4.0,103.0,319.0,-0.0843155031731641,legacy_source,legacy_source_preferred_for_conflicting_overlap,0.9066183136899365,0.9261403102570039,1.0215327622134753,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Moong(Green Gram),3069,365032,2980.0,3000.0,1299.0,1000.0,0.4359060402684563,0.3333333333333333,-20.0,299.0,0.102572706935123,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0067114093959733,0.7698229407236336,0.7646907877854761,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Onion,3070,365149,679.0,1000.0,12963.0,13000.0,19.091310751104565,13.0,-321.0,-37.0,6.091310751104565,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.4727540500736378,1.0028542775592069,0.6809380544627015,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Rice,3072,365392,174699.0,175000.0,607778.0,608000.0,3.4790010246194885,3.474285714285714,-301.0,-222.0,0.0047153103337742,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0017229634972151,1.000365264948715,0.998644636693003,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Sesamum,3074,365532,1945.0,2000.0,521.0,1000.0,0.267866323907455,0.5,-55.0,-479.0,-0.2321336760925449,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.0282776349614395,1.9193857965451055,1.8666026871401151,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
Andhra Pradesh,GUNTUR,2012,Kharif,Urad,3080,365994,761.0,1000.0,688.0,1000.0,0.9040735873850198,1.0,-239.0,-312.0,-0.0959264126149802,legacy_source,legacy_source_preferred_for_conflicting_overlap,1.314060446780552,1.4534883720930232,1.1061046511627906,other,other,other,unresolved_conflict,,no deterministic source-pair unit conversion evidence; retained legacy source,conflict_unresolved_legacy_retained,False
