State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield,source_row_id,calendar_rule_key,start_date,end_date,weather_window_days,nominal_rule_window_days,calendar_leap_day_adjustment,calendar_rule_level,calendar_rule_version,calendar_rule_status,calendar_window_type,calendar_state_zone,calendar_crop_group,calendar_rule_basis,calendar_special_note,district_id,district_year_point_id,preferred_census_version,used_census_version,district_point_version_id,weather_point_id,latitude,longitude,point_assignment_method,point_assignment_confidence,alternate_layer_used,shared_parent_boundary,weather_window_id,weather_days_expected,weather_days_present,weather_coverage_ratio,weather_window_valid,rain_sum_mm,rain_mean_mm,rainy_days_ge1mm,dry_days_lt1mm,heavy_rain_days_ge20mm,longest_dry_spell_days,longest_wet_spell_days,temp_mean_c,temp_max_mean_c,temp_min_mean_c,temp_max_absolute_c,temp_min_absolute_c,hot_days_tmax_ge35c,cold_days_tmin_lt10c,humidity_mean_pct,solar_radiation_mean,wind_speed_mean,first_25pct_days,first_25pct_rain_sum_mm,first_25pct_temp_mean_c,first_25pct_longest_dry_spell_days,last_25pct_days,last_25pct_rain_sum_mm,last_25pct_temp_mean_c,last_25pct_heavy_rain_days,State_Name_raw,District_Name_raw,Season_raw,Crop_raw,canonical_state_name,canonical_district_name,Season_canonical,Crop_canonical,district_override_applied,source_name,production_scale_factor,Area_corrected,Production_corrected,yield_source_corrected,target_yield,yield_formula_absolute_difference,_canonical_key,selected_source,source_overlap_status,source_rows_count,legacy_source_row_id,expanded_source_row_id,selected_source_row_id,canonical_crop_row_id,target_unit_group,basic_model_eligibility,basic_exclusion_reason
Gujarat,DOHAD,2010,Kharif,Other Cereals & Millets,300.0,200.0,0.6666666666666666,59215,Gujarat|Other Cereals & Millets|Kharif,2010-06-01,2010-09-13,105,105,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,central_west,minor_cereal,Crop-specific 105-day cycle starting from the central_west Kharif anchor.,,IND_GUJARAT_DOHAD,DYP_B0D3B54FA05B51E1,Census 2011,Census 2011,DPV_0FEAE2B6855F46FB,WPT_07DDB35B934FCD92D204,22.91782639,74.13667396,confirmed_exact_unique,confirmed,0,0,WW_6F3F8EEC0624E286F521,105,105,1.0,True,874.2900000000027,8.326571428571453,79,26,13,5,18,28.38904761904795,32.68828571428617,24.984476190475593,45.63,22.9,28,0,77.73276190476193,17.003904761904934,3.176761904761952,27,82.0099999999984,32.25888888888908,5,27,308.68999999999687,26.39444444444369,6,Gujarat,DOHAD,Kharif,Other Cereals & Millets,Gujarat,DOHAD,Kharif,Other Cereals & Millets,0,legacy_source,1.0,300.0,200.0,0.6666666666666666,0.6666666666666666,0.0,GujaratDOHAD2010KharifOther Cereals & Millets,legacy_source,legacy_only,1,59215.0,,59215,CCR_0022EBC475D496F32612,nominal_yield_per_area,1,
Tamil Nadu,TUTICORIN,2004,Whole Year,Sweet potato,89.0,1345.0,15.112359550561798,186046,Tamil Nadu|Sweet potato|Whole Year,2004-07-01,2005-06-30,365,365,0,state_zone+crop+season,v1.0,decided_project_convention,annual_reporting_window,south_coastal,sweet_potato,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,IND_TAMIL_NADU_TUTICORIN,DYP_A962177278E70EEE,Census 2001,Census 2001,DPV_F4877E4F439152F6,WPT_A820282B3550DAC894F5,10.8492909,78.7249069,working_fuzzy_same_state,working_fallback,0,0,WW_A930711CA2E665AEF86B,365,365,1.0,True,985.9400000000005,2.701205479452056,114,251,13,31,24,27.025452054794503,32.92263013698613,22.424821917808153,41.01,14.9,119,0,72.31583561643804,19.740054794520475,2.5589589041095953,92,399.0199999999977,27.658152173913074,19,92,175.300000000002,29.803260869565946,2,Tamil Nadu,TUTICORIN,Whole Year,Sweet potato,Tamil Nadu,TUTICORIN,Whole Year,Sweet potato,0,legacy_source,1.0,89.0,1345.0,15.112359550561798,15.112359550561798,0.0,Tamil NaduTUTICORIN2004Whole YearSweet potato,legacy_source,legacy_only,1,186046.0,,186046,CCR_0024D2179347C4C5EBB4,nominal_yield_per_area,1,
Telangana,KHAMMAM,1999,Rabi,Groundnut,7001.0,12028.0,1.7180402799600056,189037,Telangana|Groundnut|Rabi,1999-10-01,2000-01-28,120,120,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,south_coastal,groundnut,Crop-specific 120-day cycle starting from the south_coastal Rabi anchor.,,IND_TELANGANA_KHAMMAM,DYP_714127348F14A377,Census 2001,Census 2001,DPV_FF45306F7FBEDBB7,WPT_803A22E3B7EBB2463081,17.70196913,80.81262778,historical_state_boundary_fallback,historical_fallback,0,0,WW_3F81779FCB7E27703A9B,120,120,1.0,True,124.23000000000047,1.035250000000004,20,100,0,86,6,23.79333333333337,31.303166666666677,17.679000000000055,36.5,11.45,10,0,67.19216666666647,18.659999999999854,1.5497499999999889,30,111.25000000000045,25.730333333333327,5,30,0.0,24.36000000000034,0,Telangana,KHAMMAM,Rabi,Groundnut,Telangana,KHAMMAM,Rabi,Groundnut,0,legacy_source,1.0,7001.0,12028.0,1.7180402799600056,1.7180402799600056,0.0,TelanganaKHAMMAM1999RabiGroundnut,legacy_source,legacy_only,1,189037.0,,189037,CCR_0027076D0E945C9FD736,nominal_yield_per_area,1,
Madhya Pradesh,BHIND,2002,Whole Year,Other Vegetables,479.0,0.0,0.0,102581,Madhya Pradesh|Other Vegetables|Whole Year,2002-07-01,2003-06-30,365,365,0,state_zone+crop+season,v1.0,decided_project_convention,annual_reporting_window,central_west,vegetable,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,IND_MADHYA_PRADESH_BHIND,DYP_D93892B46E3070FA,Census 2001,Census 2001,DPV_A9AD245D5AA219D7,WPT_B4B708B412976E8A3C96,26.34976016,78.68685742,confirmed_exact_unique,confirmed,0,0,WW_3908BC078101BB7CB6D0,365,365,1.0,True,437.2200000000021,1.197863013698636,49,316,8,108,7,27.432410958904295,35.052054794520465,20.56356164383567,48.13,3.76,174,45,38.061698630136995,18.510383561643817,2.0830958904109735,92,345.3800000000015,32.32597826086954,17,92,47.01999999999907,35.16239130434825,0,Madhya Pradesh,BHIND,Whole Year,Other Vegetables,Madhya Pradesh,BHIND,Whole Year,Other Vegetables,0,legacy_source,1.0,479.0,0.0,0.0,0.0,0.0,Madhya PradeshBHIND2002Whole YearOther Vegetables,legacy_source,legacy_only,1,102581.0,,102581,CCR_0029F93D6D52A89EDA6F,nominal_yield_per_area,1,
Puducherry,PONDICHERRY,2012,Kharif,Brinjal,22.0,484.0,22.0,158312,Puducherry|Brinjal|Kharif,2012-05-15,2012-09-01,110,110,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,south_coastal,vegetable,Crop-specific 110-day cycle starting from the south_coastal Kharif anchor.,,IND_PUDUCHERRY_PONDICHERRY,DYP_701EB09B7A1F07EB,Census 2011,Census 2001,DPV_E6C67B36F7889F4A,WPT_736CA0FD0A610267E555,11.93305918,79.79807056,alternate_layer_confirmed_name,working_strong,1,0,WW_93CC0ECE9EE29D62478B,110,110,1.0,True,217.05000000000655,1.9731818181818777,52,58,1,12,12,29.87154545454515,32.85054545454623,27.33909090909001,36.63,25.95,10,0,69.45863636363647,20.61754545454539,3.99663636363634,28,18.44999999999709,31.21464285714007,12,28,84.04000000000815,28.756428571428323,0,Puducherry,PONDICHERRY,Kharif,Brinjal,Puducherry,PONDICHERRY,Kharif,Brinjal,0,legacy_source,1.0,22.0,484.0,22.0,22.0,0.0,PuducherryPONDICHERRY2012KharifBrinjal,legacy_source,legacy_only,1,158312.0,,158312,CCR_002AE84E84CEAFB57483,nominal_yield_per_area,1,
Tamil Nadu,NAGAPATTINAM,1997,Kharif,Banana,575.0,14622.0,25.429565217391303,179181,Tamil Nadu|Banana|Kharif,1997-05-15,1997-11-30,200,200,0,state_zone+crop+season,v1.0,decided_project_convention,seasonal_reporting_window,south_coastal,fruit_perennial,Perennial or plantation crop mapped to its recorded reporting season.,Seasonal reporting window for a perennial/plantation crop; not its full biological life cycle.,IND_TAMIL_NADU_NAGAPATTINAM,DYP_8BB71101D55A867D,Census 2001,Census 2001,DPV_EA328769FC83FD11,WPT_D65A6C89A04B1CC4F249,11.19178163,79.69706054,confirmed_exact_unique,confirmed,0,0,WW_4C2AB3796335D3D6499B,200,200,1.0,True,719.2200000000001,3.5961000000000007,114,86,4,14,31,28.937750000000005,31.198450000000022,27.064000000000007,35.04,25.12,3,0,75.04830000000007,17.380399999999998,4.540500000000001,50,71.59000000000005,30.085400000000007,14,50,460.04000000000013,27.171200000000027,4,Tamil Nadu,NAGAPATTINAM,Kharif,Banana,Tamil Nadu,NAGAPATTINAM,Kharif,Banana,0,legacy_source,1.0,575.0,14622.0,25.429565217391303,25.429565217391303,0.0,Tamil NaduNAGAPATTINAM1997KharifBanana,legacy_source,legacy_only,1,179181.0,,179181,CCR_002B7E8DE64EF098C84F,nominal_yield_per_area,1,
Andhra Pradesh,WEST GODAVARI,2014,Kharif,Sapota,500.0,3798.0,7.596,9738,Andhra Pradesh|Sapota|Kharif,2014-05-15,2014-11-30,200,200,0,state_zone+crop+season,v1.0,decided_project_convention,seasonal_reporting_window,south_coastal,fruit_perennial,Perennial or plantation crop mapped to its recorded reporting season.,Seasonal reporting window for a perennial/plantation crop; not its full biological life cycle.,IND_ANDHRA_PRADESH_WEST_GODAVARI,DYP_ACE3AD7C7A4A8EF2,Census 2011,Census 2011,DPV_37868B3793226B6E,WPT_754DF591966B409F5880,16.90195707,81.35204003,confirmed_exact_unique,confirmed,0,0,WW_D5E8217C88BD94262B43,200,200,1.0,True,681.140000000003,3.4057000000000155,94,106,5,17,13,28.018799999998446,32.90690000000075,24.153049999999347,41.22,15.46,50,0,74.19095000000002,17.426649999999864,2.2157999999999447,50,48.460000000002765,32.07559999999765,16,50,124.84000000000378,24.78580000000016,1,Andhra Pradesh,WEST GODAVARI,Kharif,Sapota,Andhra Pradesh,WEST GODAVARI,Kharif,Sapota,0,legacy_source,1.0,500.0,3798.0,7.596,7.596,0.0,Andhra PradeshWEST GODAVARI2014KharifSapota,legacy_source,legacy_only,1,9738.0,,9738,CCR_002D03CEAF2EC13BAB58,nominal_yield_per_area,1,
Andhra Pradesh,ANANTAPUR,2001,Kharif,Korra,1434.0,627.0,0.4372384937238494,344,Andhra Pradesh|Korra|Kharif,2001-05-15,2001-08-27,105,105,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,south_coastal,minor_cereal,Crop-specific 105-day cycle starting from the south_coastal Kharif anchor.,,IND_ANDHRA_PRADESH_ANANTAPUR,DYP_FD5E718C6E0195F7,Census 2001,Census 2001,DPV_8C412FD452230A53,WPT_50C89412B4EFD509ABCE,14.45698852,77.50944784,confirmed_exact_unique,confirmed,0,0,WW_AC0BA5984B7CD11F7BAD,105,105,1.0,True,145.9200000000028,1.3897142857143123,31,74,0,13,7,27.741428571428695,33.70142857142872,23.05857142857141,41.56,21.03,25,0,62.68380952380997,19.66476190476155,5.596380952380943,27,28.150000000000546,29.77037037037075,13,27,55.22000000000071,26.50555555555534,0,Andhra Pradesh,ANANTAPUR,Kharif,Korra,Andhra Pradesh,ANANTAPUR,Kharif,Korra,0,legacy_source,1.0,1434.0,627.0,0.4372384937238494,0.4372384937238494,0.0,Andhra PradeshANANTAPUR2001KharifKorra,legacy_source,legacy_only,1,344.0,,344,CCR_0034505F00F35C234D9F,nominal_yield_per_area,1,
Kerala,ALAPPUZHA,2006,Whole Year,Dry ginger,66.0,163.0,2.4696969696969697,96221,Kerala|Dry ginger|Whole Year,2006-07-01,2007-06-30,365,365,0,state_zone+crop+season,v1.0,decided_project_convention,annual_reporting_window,south_coastal,ginger,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,IND_KERALA_ALAPPUZHA,DYP_8A85CE12E7BFE14F,Census 2011,Census 2011,DPV_F1578462FFA918B5,WPT_99BC59CE92149EF66EF6,9.4907163,76.41464279,confirmed_exact_unique,confirmed,0,0,WW_F5E6F123697C2CB97BAB,365,365,1.0,True,3311.9999999999527,9.073972602739596,181,184,56,83,32,27.676520547945465,29.272602739725908,26.30063013698577,33.73,22.47,0,0,77.08449315068388,18.998849315068437,3.2444657534246315,92,1379.0199999999932,26.60076086956526,8,92,970.3799999999901,28.472608695652603,18,Kerala,ALAPPUZHA,Whole Year,Dry ginger,Kerala,ALAPPUZHA,Whole Year,Dry ginger,0,legacy_source,1.0,66.0,163.0,2.4696969696969697,2.4696969696969697,0.0,KeralaALAPPUZHA2006Whole YearDry ginger,legacy_source,legacy_only,1,96221.0,,96221,CCR_003754109AF0EF9E69A9,nominal_yield_per_area,1,
Assam,MARIGAON,2012,Rabi,Ginger,304.0,2729.0,8.976973684210526,23587,Assam|Ginger|Rabi,2012-10-15,2013-06-11,240,240,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,ginger,Crop-specific 240-day cycle starting from the east_northeast Rabi anchor.,,IND_ASSAM_MARIGAON,DYP_C666F5A5CAD92426,Census 2011,Census 2011,DPV_EC426078A68D32AD,WPT_537ECD179B1DA598F413,26.28678772,92.29154579,confirmed_exact_unique,confirmed,0,0,WW_99B3E0329C3C52A67FC2,240,240,1.0,True,601.6399999999812,2.506833333333255,58,182,10,47,15,22.551499999999578,28.723916666665538,17.608458333333147,37.91,6.89,13,8,69.67862500000143,16.31220833333312,1.3302500000000124,60,6.489999999990687,21.390833333332072,35,60,537.939999999995,27.666999999998854,10,Assam,MARIGAON,Rabi,Ginger,Assam,MARIGAON,Rabi,Ginger,0,legacy_source,1.0,304.0,2729.0,8.976973684210526,8.976973684210526,0.0,AssamMARIGAON2012RabiGinger,legacy_source,legacy_only,1,23587.0,,23587,CCR_003D238BDCA24757BEB7,nominal_yield_per_area,1,
