State_Name,District_Name,first_year,last_year,crop_rows,unique_years,unique_crops,unique_seasons,district_id,normalized_state_name,normalized_district_name,state_compare_key,district_compare_key,flag_name_too_short,flag_single_character_name,flag_contains_digit,flag_contains_parentheses,flag_contains_unusual_punctuation,flag_multiple_spaces_original,flag_leading_or_trailing_space_original,flag_duplicate_normalized_within_state,flag_same_district_name_multiple_states,flag_multiple_raw_names_same_normalized_key,flag_possible_truncation,issue_count,review_priority,flag_requires_manual_review,review_status
Andhra Pradesh,RANGAREDDI,1997,2012,580,16,39,3,IND_ANDHRA_PRADESH_RANGAREDDI,ANDHRA PRADESH,RANGAREDDI,ANDHRA PRADESH,RANGAREDDI,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Andhra Pradesh,SPSR NELLORE,1997,2014,1287,18,54,3,IND_ANDHRA_PRADESH_SPSR_NELLORE,ANDHRA PRADESH,SPSR NELLORE,ANDHRA PRADESH,SPSR NELLORE,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Andhra Pradesh,SRIKAKULAM,1997,2014,1297,18,53,3,IND_ANDHRA_PRADESH_SRIKAKULAM,ANDHRA PRADESH,SRIKAKULAM,ANDHRA PRADESH,SRIKAKULAM,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Andhra Pradesh,VISAKHAPATANAM,1997,2014,1539,18,60,3,IND_ANDHRA_PRADESH_VISAKHAPATANAM,ANDHRA PRADESH,VISAKHAPATANAM,ANDHRA PRADESH,VISAKHAPATANAM,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Andhra Pradesh,VIZIANAGARAM,1997,2014,1388,18,57,3,IND_ANDHRA_PRADESH_VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Andhra Pradesh,WARANGAL,1997,2012,485,16,30,3,IND_ANDHRA_PRADESH_WARANGAL,ANDHRA PRADESH,WARANGAL,ANDHRA PRADESH,WARANGAL,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Andhra Pradesh,WEST GODAVARI,1997,2014,1083,18,56,3,IND_ANDHRA_PRADESH_WEST_GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,ANJAW,2004,2014,204,11,11,3,IND_ARUNACHAL_PRADESH_ANJAW,ARUNACHAL PRADESH,ANJAW,ARUNACHAL PRADESH,ANJAW,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,CHANGLANG,1997,2014,373,18,17,3,IND_ARUNACHAL_PRADESH_CHANGLANG,ARUNACHAL PRADESH,CHANGLANG,ARUNACHAL PRADESH,CHANGLANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,DIBANG VALLEY,1997,2014,289,18,17,3,IND_ARUNACHAL_PRADESH_DIBANG_VALLEY,ARUNACHAL PRADESH,DIBANG VALLEY,ARUNACHAL PRADESH,DIBANG VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,EAST KAMENG,1997,2014,311,18,17,3,IND_ARUNACHAL_PRADESH_EAST_KAMENG,ARUNACHAL PRADESH,EAST KAMENG,ARUNACHAL PRADESH,EAST KAMENG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,EAST SIANG,1997,2014,375,18,17,3,IND_ARUNACHAL_PRADESH_EAST_SIANG,ARUNACHAL PRADESH,EAST SIANG,ARUNACHAL PRADESH,EAST SIANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,KURUNG KUMEY,2002,2014,197,13,12,3,IND_ARUNACHAL_PRADESH_KURUNG_KUMEY,ARUNACHAL PRADESH,KURUNG KUMEY,ARUNACHAL PRADESH,KURUNG KUMEY,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,LOHIT,1997,2014,375,18,17,3,IND_ARUNACHAL_PRADESH_LOHIT,ARUNACHAL PRADESH,LOHIT,ARUNACHAL PRADESH,LOHIT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,LONGDING,2013,2014,26,2,8,2,IND_ARUNACHAL_PRADESH_LONGDING,ARUNACHAL PRADESH,LONGDING,ARUNACHAL PRADESH,LONGDING,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,LOWER DIBANG VALLEY,2002,2014,259,13,12,3,IND_ARUNACHAL_PRADESH_LOWER_DIBANG_VALLEY,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,LOWER SUBANSIRI,1997,2014,335,18,17,3,IND_ARUNACHAL_PRADESH_LOWER_SUBANSIRI,ARUNACHAL PRADESH,LOWER SUBANSIRI,ARUNACHAL PRADESH,LOWER SUBANSIRI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,NAMSAI,2014,2014,2,1,1,1,IND_ARUNACHAL_PRADESH_NAMSAI,ARUNACHAL PRADESH,NAMSAI,ARUNACHAL PRADESH,NAMSAI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,PAPUM PARE,1997,2014,361,18,17,3,IND_ARUNACHAL_PRADESH_PAPUM_PARE,ARUNACHAL PRADESH,PAPUM PARE,ARUNACHAL PRADESH,PAPUM PARE,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,TAWANG,1997,2014,313,18,15,3,IND_ARUNACHAL_PRADESH_TAWANG,ARUNACHAL PRADESH,TAWANG,ARUNACHAL PRADESH,TAWANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,TIRAP,1997,2014,315,18,16,3,IND_ARUNACHAL_PRADESH_TIRAP,ARUNACHAL PRADESH,TIRAP,ARUNACHAL PRADESH,TIRAP,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,UPPER SIANG,1997,2014,287,18,16,3,IND_ARUNACHAL_PRADESH_UPPER_SIANG,ARUNACHAL PRADESH,UPPER SIANG,ARUNACHAL PRADESH,UPPER SIANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,UPPER SUBANSIRI,1997,2014,333,18,17,3,IND_ARUNACHAL_PRADESH_UPPER_SUBANSIRI,ARUNACHAL PRADESH,UPPER SUBANSIRI,ARUNACHAL PRADESH,UPPER SUBANSIRI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,WEST KAMENG,1997,2014,301,18,14,3,IND_ARUNACHAL_PRADESH_WEST_KAMENG,ARUNACHAL PRADESH,WEST KAMENG,ARUNACHAL PRADESH,WEST KAMENG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Arunachal Pradesh,WEST SIANG,1997,2014,367,18,17,3,IND_ARUNACHAL_PRADESH_WEST_SIANG,ARUNACHAL PRADESH,WEST SIANG,ARUNACHAL PRADESH,WEST SIANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,BAKSA,2005,2014,678,10,39,6,IND_ASSAM_BAKSA,ASSAM,BAKSA,ASSAM,BAKSA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,BARPETA,1997,2014,1153,18,40,6,IND_ASSAM_BARPETA,ASSAM,BARPETA,ASSAM,BARPETA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,BONGAIGAON,1997,2014,1141,18,40,6,IND_ASSAM_BONGAIGAON,ASSAM,BONGAIGAON,ASSAM,BONGAIGAON,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,CACHAR,1997,2014,1118,18,39,6,IND_ASSAM_CACHAR,ASSAM,CACHAR,ASSAM,CACHAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,CHIRANG,2005,2014,674,10,39,6,IND_ASSAM_CHIRANG,ASSAM,CHIRANG,ASSAM,CHIRANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,DARRANG,1997,2014,1127,18,40,6,IND_ASSAM_DARRANG,ASSAM,DARRANG,ASSAM,DARRANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,DHEMAJI,1997,2014,1149,18,40,6,IND_ASSAM_DHEMAJI,ASSAM,DHEMAJI,ASSAM,DHEMAJI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,DHUBRI,1997,2014,1115,18,40,6,IND_ASSAM_DHUBRI,ASSAM,DHUBRI,ASSAM,DHUBRI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,DIBRUGARH,1997,2014,1047,18,40,6,IND_ASSAM_DIBRUGARH,ASSAM,DIBRUGARH,ASSAM,DIBRUGARH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,DIMA HASAO,1997,2014,1119,18,40,6,IND_ASSAM_DIMA_HASAO,ASSAM,DIMA HASAO,ASSAM,DIMA HASAO,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,GOALPARA,1997,2014,1148,18,40,6,IND_ASSAM_GOALPARA,ASSAM,GOALPARA,ASSAM,GOALPARA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,GOLAGHAT,1997,2014,1129,18,40,6,IND_ASSAM_GOLAGHAT,ASSAM,GOLAGHAT,ASSAM,GOLAGHAT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,HAILAKANDI,1997,2014,1036,18,40,6,IND_ASSAM_HAILAKANDI,ASSAM,HAILAKANDI,ASSAM,HAILAKANDI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,JORHAT,1997,2014,1071,18,40,6,IND_ASSAM_JORHAT,ASSAM,JORHAT,ASSAM,JORHAT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,KAMRUP,1997,2014,1151,18,40,6,IND_ASSAM_KAMRUP,ASSAM,KAMRUP,ASSAM,KAMRUP,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,KAMRUP METRO,2005,2014,670,10,39,6,IND_ASSAM_KAMRUP_METRO,ASSAM,KAMRUP METRO,ASSAM,KAMRUP METRO,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,KARBI ANGLONG,1997,2014,1146,18,39,6,IND_ASSAM_KARBI_ANGLONG,ASSAM,KARBI ANGLONG,ASSAM,KARBI ANGLONG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,KARIMGANJ,1997,2014,999,18,40,6,IND_ASSAM_KARIMGANJ,ASSAM,KARIMGANJ,ASSAM,KARIMGANJ,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,KOKRAJHAR,1997,2014,1151,18,40,6,IND_ASSAM_KOKRAJHAR,ASSAM,KOKRAJHAR,ASSAM,KOKRAJHAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,LAKHIMPUR,1997,2014,1149,18,40,6,IND_ASSAM_LAKHIMPUR,ASSAM,LAKHIMPUR,ASSAM,LAKHIMPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,MARIGAON,1997,2014,1153,18,40,6,IND_ASSAM_MARIGAON,ASSAM,MARIGAON,ASSAM,MARIGAON,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,NAGAON,1997,2014,1151,18,40,6,IND_ASSAM_NAGAON,ASSAM,NAGAON,ASSAM,NAGAON,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,NALBARI,1997,2014,1151,18,40,6,IND_ASSAM_NALBARI,ASSAM,NALBARI,ASSAM,NALBARI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,SIVASAGAR,1997,2014,1097,18,40,6,IND_ASSAM_SIVASAGAR,ASSAM,SIVASAGAR,ASSAM,SIVASAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,SONITPUR,1997,2014,1149,18,40,6,IND_ASSAM_SONITPUR,ASSAM,SONITPUR,ASSAM,SONITPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,TINSUKIA,1997,2014,1107,18,40,6,IND_ASSAM_TINSUKIA,ASSAM,TINSUKIA,ASSAM,TINSUKIA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Assam,UDALGURI,2005,2014,660,10,39,6,IND_ASSAM_UDALGURI,ASSAM,UDALGURI,ASSAM,UDALGURI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,ARARIA,1997,2014,1132,18,41,6,IND_BIHAR_ARARIA,BIHAR,ARARIA,BIHAR,ARARIA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,ARWAL,2003,2014,594,11,37,6,IND_BIHAR_ARWAL,BIHAR,ARWAL,BIHAR,ARWAL,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,AURANGABAD,1997,2014,892,18,39,6,IND_BIHAR_AURANGABAD,BIHAR,AURANGABAD,BIHAR,AURANGABAD,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,BANKA,1997,2014,874,18,38,6,IND_BIHAR_BANKA,BIHAR,BANKA,BIHAR,BANKA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,BEGUSARAI,1997,2014,1180,18,41,6,IND_BIHAR_BEGUSARAI,BIHAR,BEGUSARAI,BIHAR,BEGUSARAI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,BHAGALPUR,1997,2014,1222,18,41,6,IND_BIHAR_BHAGALPUR,BIHAR,BHAGALPUR,BIHAR,BHAGALPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,BHOJPUR,1997,2014,992,18,33,6,IND_BIHAR_BHOJPUR,BIHAR,BHOJPUR,BIHAR,BHOJPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,BOKARO,1997,1999,45,3,21,6,IND_BIHAR_BOKARO,BIHAR,BOKARO,BIHAR,BOKARO,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,BUXAR,1997,2014,826,18,32,6,IND_BIHAR_BUXAR,BIHAR,BUXAR,BIHAR,BUXAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,CHATRA,1997,1999,52,3,23,6,IND_BIHAR_CHATRA,BIHAR,CHATRA,BIHAR,CHATRA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,DARBHANGA,1997,2014,998,18,39,6,IND_BIHAR_DARBHANGA,BIHAR,DARBHANGA,BIHAR,DARBHANGA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,DEOGHAR,1997,1999,44,3,19,6,IND_BIHAR_DEOGHAR,BIHAR,DEOGHAR,BIHAR,DEOGHAR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,DHANBAD,1997,1999,33,3,15,6,IND_BIHAR_DHANBAD,BIHAR,DHANBAD,BIHAR,DHANBAD,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,DUMKA,1997,1999,59,3,24,6,IND_BIHAR_DUMKA,BIHAR,DUMKA,BIHAR,DUMKA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,EAST SINGHBUM,1997,1999,38,3,19,6,IND_BIHAR_EAST_SINGHBUM,BIHAR,EAST SINGHBUM,BIHAR,EAST SINGHBUM,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,GARHWA,1997,1999,67,3,29,6,IND_BIHAR_GARHWA,BIHAR,GARHWA,BIHAR,GARHWA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,GAYA,1997,2014,1150,18,41,6,IND_BIHAR_GAYA,BIHAR,GAYA,BIHAR,GAYA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,GIRIDIH,1997,1999,52,3,22,6,IND_BIHAR_GIRIDIH,BIHAR,GIRIDIH,BIHAR,GIRIDIH,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,GODDA,1997,1999,61,3,25,6,IND_BIHAR_GODDA,BIHAR,GODDA,BIHAR,GODDA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,GOPALGANJ,1997,2014,1044,18,38,6,IND_BIHAR_GOPALGANJ,BIHAR,GOPALGANJ,BIHAR,GOPALGANJ,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,GUMLA,1997,1999,61,3,26,6,IND_BIHAR_GUMLA,BIHAR,GUMLA,BIHAR,GUMLA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,HAZARIBAGH,1997,1999,63,3,27,6,IND_BIHAR_HAZARIBAGH,BIHAR,HAZARIBAGH,BIHAR,HAZARIBAGH,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,JAMUI,1997,2014,754,18,30,6,IND_BIHAR_JAMUI,BIHAR,JAMUI,BIHAR,JAMUI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,JEHANABAD,1997,2014,952,18,40,6,IND_BIHAR_JEHANABAD,BIHAR,JEHANABAD,BIHAR,JEHANABAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,KAIMUR (BHABUA),1997,2014,806,18,37,6,IND_BIHAR_KAIMUR_BHABUA,BIHAR,KAIMUR (BHABUA),BIHAR,KAIMUR BHABUA,0,0,0,1,0,0,0,0,0,0,0,1,medium,1,pending
Bihar,KATIHAR,1997,2014,1158,18,43,6,IND_BIHAR_KATIHAR,BIHAR,KATIHAR,BIHAR,KATIHAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,KHAGARIA,1997,2014,1156,18,40,6,IND_BIHAR_KHAGARIA,BIHAR,KHAGARIA,BIHAR,KHAGARIA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,KISHANGANJ,1997,2014,1097,18,42,6,IND_BIHAR_KISHANGANJ,BIHAR,KISHANGANJ,BIHAR,KISHANGANJ,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,KODERMA,1997,1999,49,3,25,5,IND_BIHAR_KODERMA,BIHAR,KODERMA,BIHAR,KODERMA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,LAKHISARAI,1997,2014,548,18,28,6,IND_BIHAR_LAKHISARAI,BIHAR,LAKHISARAI,BIHAR,LAKHISARAI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,LOHARDAGA,1997,1999,65,3,28,6,IND_BIHAR_LOHARDAGA,BIHAR,LOHARDAGA,BIHAR,LOHARDAGA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,MADHEPURA,1997,2014,1078,18,42,6,IND_BIHAR_MADHEPURA,BIHAR,MADHEPURA,BIHAR,MADHEPURA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,MADHUBANI,1997,2014,1174,18,41,6,IND_BIHAR_MADHUBANI,BIHAR,MADHUBANI,BIHAR,MADHUBANI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,MUNGER,1997,2014,816,18,34,6,IND_BIHAR_MUNGER,BIHAR,MUNGER,BIHAR,MUNGER,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,MUZAFFARPUR,1997,2014,1108,18,41,6,IND_BIHAR_MUZAFFARPUR,BIHAR,MUZAFFARPUR,BIHAR,MUZAFFARPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,NALANDA,1997,2014,920,18,36,6,IND_BIHAR_NALANDA,BIHAR,NALANDA,BIHAR,NALANDA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,NAWADA,1997,2014,1036,18,41,6,IND_BIHAR_NAWADA,BIHAR,NAWADA,BIHAR,NAWADA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,PAKUR,1997,1999,53,3,23,6,IND_BIHAR_PAKUR,BIHAR,PAKUR,BIHAR,PAKUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,PALAMU,1997,1999,65,3,27,6,IND_BIHAR_PALAMU,BIHAR,PALAMU,BIHAR,PALAMU,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
