district_id,State_Name,District_Name,review_priority,review_category,triggered_flags,first_year,last_year,crop_rows,candidate_count,review_conclusion,review_status
IND_PUNJAB_S,Punjab,S,high,possible_damage_or_truncation,flag_name_too_short;flag_single_character_name;flag_possible_truncation,2006,2014,73,22,possible damaged or truncated name; candidate review required data evidence,manual_external_verification_required
IND_ANDHRA_PRADESH_ADILABAD,Andhra Pradesh,ADILABAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2012,548,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_BOKARO,Bihar,BOKARO,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,45,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_CHATRA,Bihar,CHATRA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,52,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_DEOGHAR,Bihar,DEOGHAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,44,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_DHANBAD,Bihar,DHANBAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,33,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_DUMKA,Bihar,DUMKA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,59,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_EAST_SINGHBUM,Bihar,EAST SINGHBUM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,38,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_GARHWA,Bihar,GARHWA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,67,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_GIRIDIH,Bihar,GIRIDIH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,52,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_GODDA,Bihar,GODDA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,61,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_GUMLA,Bihar,GUMLA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,61,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_HAZARIBAGH,Bihar,HAZARIBAGH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,63,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_KAIMUR_BHABUA,Bihar,KAIMUR (BHABUA),medium,parentheses,flag_contains_parentheses,1997,2014,806,0,parenthetical district name retained for later authoritative matching,reviewed_no_override
IND_BIHAR_KODERMA,Bihar,KODERMA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,49,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_LOHARDAGA,Bihar,LOHARDAGA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,65,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_PAKUR,Bihar,PAKUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,53,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_PALAMU,Bihar,PALAMU,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,65,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_RANCHI,Bihar,RANCHI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,73,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_SAHEBGANJ,Bihar,SAHEBGANJ,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,52,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_BIHAR_WEST_SINGHBHUM,Bihar,WEST SINGHBHUM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,57,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_BALRAMPUR,Chhattisgarh,BALRAMPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2011,2014,320,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_BASTAR,Chhattisgarh,BASTAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1150,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_BIJAPUR,Chhattisgarh,BIJAPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2006,2014,412,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_BILASPUR,Chhattisgarh,BILASPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1150,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_DANTEWADA,Chhattisgarh,DANTEWADA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,918,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_DHAMTARI,Chhattisgarh,DHAMTARI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1099,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_DURG,Chhattisgarh,DURG,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1118,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_JANJGIR_CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1098,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_JASHPUR,Chhattisgarh,JASHPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1124,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_KABIRDHAM,Chhattisgarh,KABIRDHAM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,983,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_KANKER,Chhattisgarh,KANKER,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1084,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_KORBA,Chhattisgarh,KORBA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1074,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_KOREA,Chhattisgarh,KOREA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,939,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_MAHASAMUND,Chhattisgarh,MAHASAMUND,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1041,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_RAIPUR,Chhattisgarh,RAIPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1148,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_RAJNANDGAON,Chhattisgarh,RAJNANDGAON,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1206,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_CHHATTISGARH_SURGUJA,Chhattisgarh,SURGUJA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,1130,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_DELHI_DELHI_TOTAL,Delhi,DELHI_TOTAL,medium,punctuation_or_abbreviation,flag_contains_unusual_punctuation,2008,2014,62,0,punctuation or abbreviation retained; no data-backed correction proposed,reviewed_no_override
IND_HIMACHAL_PRADESH_BILASPUR,Himachal Pradesh,BILASPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,2014,528,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_HIMACHAL_PRADESH_HAMIRPUR,Himachal Pradesh,HAMIRPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,2014,455,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_BOKARO,Jharkhand,BOKARO,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,156,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_CHATRA,Jharkhand,CHATRA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,196,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_DEOGHAR,Jharkhand,DEOGHAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,166,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_DHANBAD,Jharkhand,DHANBAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,128,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_DUMKA,Jharkhand,DUMKA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,190,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_EAST_SINGHBUM,Jharkhand,EAST SINGHBUM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,156,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_GARHWA,Jharkhand,GARHWA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,209,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_GIRIDIH,Jharkhand,GIRIDIH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,184,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_GODDA,Jharkhand,GODDA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,212,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_GUMLA,Jharkhand,GUMLA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,210,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_HAZARIBAGH,Jharkhand,HAZARIBAGH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,232,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_KODERMA,Jharkhand,KODERMA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,189,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_LOHARDAGA,Jharkhand,LOHARDAGA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,200,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_PAKUR,Jharkhand,PAKUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,176,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_PALAMU,Jharkhand,PALAMU,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,222,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_RANCHI,Jharkhand,RANCHI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,217,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_SAHEBGANJ,Jharkhand,SAHEBGANJ,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,170,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_JHARKHAND_WEST_SINGHBHUM,Jharkhand,WEST SINGHBHUM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2002,2014,168,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_KARNATAKA_BIJAPUR,Karnataka,BIJAPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,1380,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_BASTAR,Madhya Pradesh,BASTAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,44,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_BILASPUR,Madhya Pradesh,BILASPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,44,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_DANTEWADA,Madhya Pradesh,DANTEWADA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,31,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_DHAMTARI,Madhya Pradesh,DHAMTARI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,28,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_DURG,Madhya Pradesh,DURG,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,43,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_JANJGIR_CHAMPA,Madhya Pradesh,JANJGIR-CHAMPA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,29,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_JASHPUR,Madhya Pradesh,JASHPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,30,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_KABIRDHAM,Madhya Pradesh,KABIRDHAM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1998,12,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_KANKER,Madhya Pradesh,KANKER,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,31,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_KORBA,Madhya Pradesh,KORBA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,29,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_KOREA,Madhya Pradesh,KOREA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,29,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_MAHASAMUND,Madhya Pradesh,MAHASAMUND,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,29,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_RAIPUR,Madhya Pradesh,RAIPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,46,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_RAJNANDGAON,Madhya Pradesh,RAJNANDGAON,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,45,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MADHYA_PRADESH_SURGUJA,Madhya Pradesh,SURGUJA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,45,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_MAHARASHTRA_AURANGABAD,Maharashtra,AURANGABAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,879,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_RAJASTHAN_PRATAPGARH,Rajasthan,PRATAPGARH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2008,2014,290,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_ADILABAD,Telangana,ADILABAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,726,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_HYDERABAD,Telangana,HYDERABAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2000,8,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_KARIMNAGAR,Telangana,KARIMNAGAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,645,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_KHAMMAM,Telangana,KHAMMAM,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,660,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_MAHBUBNAGAR,Telangana,MAHBUBNAGAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,741,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_MEDAK,Telangana,MEDAK,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,796,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_NALGONDA,Telangana,NALGONDA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,583,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_NIZAMABAD,Telangana,NIZAMABAD,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,709,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_RANGAREDDI,Telangana,RANGAREDDI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,774,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_TELANGANA_WARANGAL,Telangana,WARANGAL,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,637,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_ALMORA,Uttar Pradesh,ALMORA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,48,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_BAGESHWAR,Uttar Pradesh,BAGESHWAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,17,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_BALRAMPUR,Uttar Pradesh,BALRAMPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,840,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_CHAMOLI,Uttar Pradesh,CHAMOLI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,45,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_CHAMPAWAT,Uttar Pradesh,CHAMPAWAT,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,17,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_DEHRADUN,Uttar Pradesh,DEHRADUN,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,70,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_HAMIRPUR,Uttar Pradesh,HAMIRPUR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,925,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_HARIDWAR,Uttar Pradesh,HARIDWAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,70,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_NAINITAL,Uttar Pradesh,NAINITAL,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,65,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_PAURI_GARHWAL,Uttar Pradesh,PAURI GARHWAL,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,53,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_PITHORAGARH,Uttar Pradesh,PITHORAGARH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,54,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_PRATAPGARH,Uttar Pradesh,PRATAPGARH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,2014,932,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_RUDRA_PRAYAG,Uttar Pradesh,RUDRA PRAYAG,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1998,1999,16,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_TEHRI_GARHWAL,Uttar Pradesh,TEHRI GARHWAL,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,49,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_UDAM_SINGH_NAGAR,Uttar Pradesh,UDAM SINGH NAGAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,70,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTAR_PRADESH_UTTAR_KASHI,Uttar Pradesh,UTTAR KASHI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,1997,1999,51,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_ALMORA,Uttarakhand,ALMORA,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,684,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_BAGESHWAR,Uttarakhand,BAGESHWAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,670,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_CHAMOLI,Uttarakhand,CHAMOLI,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,682,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_CHAMPAWAT,Uttarakhand,CHAMPAWAT,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,803,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_DEHRADUN,Uttarakhand,DEHRADUN,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,891,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_HARIDWAR,Uttarakhand,HARIDWAR,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,688,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_NAINITAL,Uttarakhand,NAINITAL,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,859,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_PAURI_GARHWAL,Uttarakhand,PAURI GARHWAL,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,736,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_PITHORAGARH,Uttarakhand,PITHORAGARH,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,738,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
IND_UTTARAKHAND_RUDRA_PRAYAG,Uttarakhand,RUDRA PRAYAG,medium,possible_renaming_or_state_reorganization,flag_same_district_name_multiple_states,2000,2014,612,0,same normalized district name appears in multiple states; no correction proposed,reviewed_no_override
